candidate,fold,train_start,train_end,oos_start,oos_end,picked,status,trades,net_pnl,profit_factor,winrate,max_drawdown,run_dir,error
td30_lb60_top8_s0.5_w1.5-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085427_ars1_dynamic_range_picker_td30_lb60_top8_s0.5_w1.5-8_f2_20260704_055013,
td30_lb60_top8_s0.5_w1.5-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_085431_ars1_dynamic_range_picker_td30_lb60_top8_s0.5_w1.5-8_f3_20260704_055013,
td30_lb60_top8_s0.5_w1.5-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085434_ars1_dynamic_range_picker_td30_lb60_top8_s0.5_w1.5-12_f0_20260704_055013,
td30_lb60_top8_s0.5_w1.5-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.5_w1.5-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085439_ars1_dynamic_range_picker_td30_lb60_top8_s0.5_w1.5-12_f2_20260704_055013,
td30_lb60_top8_s0.5_w1.5-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_085443_ars1_dynamic_range_picker_td30_lb60_top8_s0.5_w1.5-12_f3_20260704_055013,
td30_lb60_top8_s0.5_w2-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085446_ars1_dynamic_range_picker_td30_lb60_top8_s0.5_w2-8_f0_20260704_055013,
td30_lb60_top8_s0.5_w2-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.5_w2-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085450_ars1_dynamic_range_picker_td30_lb60_top8_s0.5_w2-8_f2_20260704_055013,
td30_lb60_top8_s0.5_w2-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.5_w2-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085454_ars1_dynamic_range_picker_td30_lb60_top8_s0.5_w2-12_f0_20260704_055013,
td30_lb60_top8_s0.5_w2-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.5_w2-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085458_ars1_dynamic_range_picker_td30_lb60_top8_s0.5_w2-12_f2_20260704_055013,
td30_lb60_top8_s0.5_w2-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.6_w1.5-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_085501_ars1_dynamic_range_picker_td30_lb60_top8_s0.6_w1.5-8_f0_20260704_055013,
td30_lb60_top8_s0.6_w1.5-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.6_w1.5-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085504_ars1_dynamic_range_picker_td30_lb60_top8_s0.6_w1.5-8_f2_20260704_055013,
td30_lb60_top8_s0.6_w1.5-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.6_w1.5-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_085508_ars1_dynamic_range_picker_td30_lb60_top8_s0.6_w1.5-12_f0_20260704_055013,
td30_lb60_top8_s0.6_w1.5-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.6_w1.5-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085511_ars1_dynamic_range_picker_td30_lb60_top8_s0.6_w1.5-12_f2_20260704_055013,
td30_lb60_top8_s0.6_w1.5-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.6_w2-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_085516_ars1_dynamic_range_picker_td30_lb60_top8_s0.6_w2-8_f0_20260704_055013,
td30_lb60_top8_s0.6_w2-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.6_w2-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085518_ars1_dynamic_range_picker_td30_lb60_top8_s0.6_w2-8_f2_20260704_055013,
td30_lb60_top8_s0.6_w2-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.6_w2-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_085521_ars1_dynamic_range_picker_td30_lb60_top8_s0.6_w2-12_f0_20260704_055013,
td30_lb60_top8_s0.6_w2-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.6_w2-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085524_ars1_dynamic_range_picker_td30_lb60_top8_s0.6_w2-12_f2_20260704_055013,
td30_lb60_top8_s0.6_w2-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb120_top3_s0.4_w1.5-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085527_ars1_dynamic_range_picker_td30_lb120_top3_s0.4_w1.5-8_f0_20260704_055013,
td30_lb120_top3_s0.4_w1.5-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_085533_ars1_dynamic_range_picker_td30_lb120_top3_s0.4_w1.5-8_f1_20260704_055013,
td30_lb120_top3_s0.4_w1.5-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT",ok,14,0.29,1.093,0.286,1.7168,backtest_runs/portfolio_20260704_085540_ars1_dynamic_range_picker_td30_lb120_top3_s0.4_w1.5-8_f2_20260704_055013,
td30_lb120_top3_s0.4_w1.5-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT,LINKUSDT",ok,14,3.52,1.939,0.214,2.3518,backtest_runs/portfolio_20260704_085547_ars1_dynamic_range_picker_td30_lb120_top3_s0.4_w1.5-8_f3_20260704_055013,
td30_lb120_top3_s0.4_w1.5-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085552_ars1_dynamic_range_picker_td30_lb120_top3_s0.4_w1.5-12_f0_20260704_055013,
td30_lb120_top3_s0.4_w1.5-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_085557_ars1_dynamic_range_picker_td30_lb120_top3_s0.4_w1.5-12_f1_20260704_055013,
td30_lb120_top3_s0.4_w1.5-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT",ok,14,0.29,1.093,0.286,1.7168,backtest_runs/portfolio_20260704_085605_ars1_dynamic_range_picker_td30_lb120_top3_s0.4_w1.5-12_f2_20260704_055013,
td30_lb120_top3_s0.4_w1.5-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT,LINKUSDT",ok,14,3.52,1.939,0.214,2.3518,backtest_runs/portfolio_20260704_085612_ars1_dynamic_range_picker_td30_lb120_top3_s0.4_w1.5-12_f3_20260704_055013,
td30_lb120_top3_s0.4_w2-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085616_ars1_dynamic_range_picker_td30_lb120_top3_s0.4_w2-8_f0_20260704_055013,
td30_lb120_top3_s0.4_w2-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_085621_ars1_dynamic_range_picker_td30_lb120_top3_s0.4_w2-8_f1_20260704_055013,
td30_lb120_top3_s0.4_w2-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085628_ars1_dynamic_range_picker_td30_lb120_top3_s0.4_w2-8_f2_20260704_055013,
td30_lb120_top3_s0.4_w2-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,LINKUSDT,HYPEUSDT",ok,18,-0.26,0.945,0.167,2.5012,backtest_runs/portfolio_20260704_085635_ars1_dynamic_range_picker_td30_lb120_top3_s0.4_w2-8_f3_20260704_055013,
td30_lb120_top3_s0.4_w2-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085640_ars1_dynamic_range_picker_td30_lb120_top3_s0.4_w2-12_f0_20260704_055013,
td30_lb120_top3_s0.4_w2-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_085645_ars1_dynamic_range_picker_td30_lb120_top3_s0.4_w2-12_f1_20260704_055013,
td30_lb120_top3_s0.4_w2-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085652_ars1_dynamic_range_picker_td30_lb120_top3_s0.4_w2-12_f2_20260704_055013,
td30_lb120_top3_s0.4_w2-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,LINKUSDT,HYPEUSDT",ok,18,-0.26,0.945,0.167,2.5012,backtest_runs/portfolio_20260704_085658_ars1_dynamic_range_picker_td30_lb120_top3_s0.4_w2-12_f3_20260704_055013,
td30_lb120_top3_s0.5_w1.5-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085703_ars1_dynamic_range_picker_td30_lb120_top3_s0.5_w1.5-8_f0_20260704_055013,
td30_lb120_top3_s0.5_w1.5-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_085708_ars1_dynamic_range_picker_td30_lb120_top3_s0.5_w1.5-8_f1_20260704_055013,
td30_lb120_top3_s0.5_w1.5-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT",ok,14,0.29,1.093,0.286,1.7168,backtest_runs/portfolio_20260704_085715_ars1_dynamic_range_picker_td30_lb120_top3_s0.5_w1.5-8_f2_20260704_055013,
td30_lb120_top3_s0.5_w1.5-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT,LINKUSDT",ok,14,3.52,1.939,0.214,2.3518,backtest_runs/portfolio_20260704_085722_ars1_dynamic_range_picker_td30_lb120_top3_s0.5_w1.5-8_f3_20260704_055013,
td30_lb120_top3_s0.5_w1.5-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085727_ars1_dynamic_range_picker_td30_lb120_top3_s0.5_w1.5-12_f0_20260704_055013,
td30_lb120_top3_s0.5_w1.5-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_085732_ars1_dynamic_range_picker_td30_lb120_top3_s0.5_w1.5-12_f1_20260704_055013,
td30_lb120_top3_s0.5_w1.5-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT",ok,14,0.29,1.093,0.286,1.7168,backtest_runs/portfolio_20260704_085739_ars1_dynamic_range_picker_td30_lb120_top3_s0.5_w1.5-12_f2_20260704_055013,
td30_lb120_top3_s0.5_w1.5-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT,LINKUSDT",ok,14,3.52,1.939,0.214,2.3518,backtest_runs/portfolio_20260704_085745_ars1_dynamic_range_picker_td30_lb120_top3_s0.5_w1.5-12_f3_20260704_055013,
td30_lb120_top3_s0.5_w2-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085750_ars1_dynamic_range_picker_td30_lb120_top3_s0.5_w2-8_f0_20260704_055013,
td30_lb120_top3_s0.5_w2-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_085755_ars1_dynamic_range_picker_td30_lb120_top3_s0.5_w2-8_f1_20260704_055013,
td30_lb120_top3_s0.5_w2-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085802_ars1_dynamic_range_picker_td30_lb120_top3_s0.5_w2-8_f2_20260704_055013,
td30_lb120_top3_s0.5_w2-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,LINKUSDT,HYPEUSDT",ok,18,-0.26,0.945,0.167,2.5012,backtest_runs/portfolio_20260704_085808_ars1_dynamic_range_picker_td30_lb120_top3_s0.5_w2-8_f3_20260704_055013,
td30_lb120_top3_s0.5_w2-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085813_ars1_dynamic_range_picker_td30_lb120_top3_s0.5_w2-12_f0_20260704_055013,
td30_lb120_top3_s0.5_w2-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_085818_ars1_dynamic_range_picker_td30_lb120_top3_s0.5_w2-12_f1_20260704_055013,
td30_lb120_top3_s0.5_w2-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085825_ars1_dynamic_range_picker_td30_lb120_top3_s0.5_w2-12_f2_20260704_055013,
td30_lb120_top3_s0.5_w2-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,LINKUSDT,HYPEUSDT",ok,18,-0.26,0.945,0.167,2.5012,backtest_runs/portfolio_20260704_085831_ars1_dynamic_range_picker_td30_lb120_top3_s0.5_w2-12_f3_20260704_055013,
td30_lb120_top3_s0.6_w1.5-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_085836_ars1_dynamic_range_picker_td30_lb120_top3_s0.6_w1.5-8_f0_20260704_055013,
td30_lb120_top3_s0.6_w1.5-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_085839_ars1_dynamic_range_picker_td30_lb120_top3_s0.6_w1.5-8_f1_20260704_055013,
td30_lb120_top3_s0.6_w1.5-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT",ok,14,0.29,1.093,0.286,1.7168,backtest_runs/portfolio_20260704_085846_ars1_dynamic_range_picker_td30_lb120_top3_s0.6_w1.5-8_f2_20260704_055013,
td30_lb120_top3_s0.6_w1.5-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT",ok,12,1.07,1.326,0.167,1.8754,backtest_runs/portfolio_20260704_085852_ars1_dynamic_range_picker_td30_lb120_top3_s0.6_w1.5-8_f3_20260704_055013,
td30_lb120_top3_s0.6_w1.5-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_085855_ars1_dynamic_range_picker_td30_lb120_top3_s0.6_w1.5-12_f0_20260704_055013,
td30_lb120_top3_s0.6_w1.5-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_085858_ars1_dynamic_range_picker_td30_lb120_top3_s0.6_w1.5-12_f1_20260704_055013,
td30_lb120_top3_s0.6_w1.5-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT",ok,14,0.29,1.093,0.286,1.7168,backtest_runs/portfolio_20260704_085905_ars1_dynamic_range_picker_td30_lb120_top3_s0.6_w1.5-12_f2_20260704_055013,
td30_lb120_top3_s0.6_w1.5-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT",ok,12,1.07,1.326,0.167,1.8754,backtest_runs/portfolio_20260704_085911_ars1_dynamic_range_picker_td30_lb120_top3_s0.6_w1.5-12_f3_20260704_055013,
td30_lb120_top3_s0.6_w2-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_085914_ars1_dynamic_range_picker_td30_lb120_top3_s0.6_w2-8_f0_20260704_055013,
td30_lb120_top3_s0.6_w2-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_085917_ars1_dynamic_range_picker_td30_lb120_top3_s0.6_w2-8_f1_20260704_055013,
td30_lb120_top3_s0.6_w2-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085924_ars1_dynamic_range_picker_td30_lb120_top3_s0.6_w2-8_f2_20260704_055013,
td30_lb120_top3_s0.6_w2-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XRPUSDT,ok,4,-0.09,0.919,0.25,1.1295,backtest_runs/portfolio_20260704_085930_ars1_dynamic_range_picker_td30_lb120_top3_s0.6_w2-8_f3_20260704_055013,
td30_lb120_top3_s0.6_w2-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_085932_ars1_dynamic_range_picker_td30_lb120_top3_s0.6_w2-12_f0_20260704_055013,
td30_lb120_top3_s0.6_w2-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_085935_ars1_dynamic_range_picker_td30_lb120_top3_s0.6_w2-12_f1_20260704_055013,
td30_lb120_top3_s0.6_w2-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085942_ars1_dynamic_range_picker_td30_lb120_top3_s0.6_w2-12_f2_20260704_055013,
td30_lb120_top3_s0.6_w2-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XRPUSDT,ok,4,-0.09,0.919,0.25,1.1295,backtest_runs/portfolio_20260704_085948_ars1_dynamic_range_picker_td30_lb120_top3_s0.6_w2-12_f3_20260704_055013,
td30_lb120_top5_s0.4_w1.5-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085951_ars1_dynamic_range_picker_td30_lb120_top5_s0.4_w1.5-8_f0_20260704_055013,
td30_lb120_top5_s0.4_w1.5-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT",ok,24,-3.56,0.47,0.083,3.8465,backtest_runs/portfolio_20260704_085956_ars1_dynamic_range_picker_td30_lb120_top5_s0.4_w1.5-8_f1_20260704_055013,
td30_lb120_top5_s0.4_w1.5-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT,1000PEPEUSDT,LTCUSDT",ok,23,2.15,1.454,0.348,2.1562,backtest_runs/portfolio_20260704_090008_ars1_dynamic_range_picker_td30_lb120_top5_s0.4_w1.5-8_f2_20260704_055013,
td30_lb120_top5_s0.4_w1.5-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT,LINKUSDT,HYPEUSDT",ok,25,1.15,1.171,0.16,3.3837,backtest_runs/portfolio_20260704_090018_ars1_dynamic_range_picker_td30_lb120_top5_s0.4_w1.5-8_f3_20260704_055013,
td30_lb120_top5_s0.4_w1.5-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_090024_ars1_dynamic_range_picker_td30_lb120_top5_s0.4_w1.5-12_f0_20260704_055013,
td30_lb120_top5_s0.4_w1.5-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT",ok,24,-3.56,0.47,0.083,3.8465,backtest_runs/portfolio_20260704_090030_ars1_dynamic_range_picker_td30_lb120_top5_s0.4_w1.5-12_f1_20260704_055013,
td30_lb120_top5_s0.4_w1.5-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT,1000PEPEUSDT,LTCUSDT",ok,23,2.15,1.454,0.348,2.1562,backtest_runs/portfolio_20260704_090041_ars1_dynamic_range_picker_td30_lb120_top5_s0.4_w1.5-12_f2_20260704_055013,
td30_lb120_top5_s0.4_w1.5-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT,LINKUSDT,HYPEUSDT",ok,25,1.15,1.171,0.16,3.3837,backtest_runs/portfolio_20260704_090051_ars1_dynamic_range_picker_td30_lb120_top5_s0.4_w1.5-12_f3_20260704_055013,
td30_lb120_top5_s0.4_w2-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_090057_ars1_dynamic_range_picker_td30_lb120_top5_s0.4_w2-8_f0_20260704_055013,
td30_lb120_top5_s0.4_w2-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT",ok,24,-3.56,0.47,0.083,3.8465,backtest_runs/portfolio_20260704_090103_ars1_dynamic_range_picker_td30_lb120_top5_s0.4_w2-8_f1_20260704_055013,
td30_lb120_top5_s0.4_w2-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT,LTCUSDT,ETHUSDT",ok,22,2.35,1.557,0.364,1.8619,backtest_runs/portfolio_20260704_090114_ars1_dynamic_range_picker_td30_lb120_top5_s0.4_w2-8_f2_20260704_055013,
td30_lb120_top5_s0.4_w2-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,LINKUSDT,HYPEUSDT",ok,18,-0.26,0.945,0.167,2.5012,backtest_runs/portfolio_20260704_090124_ars1_dynamic_range_picker_td30_lb120_top5_s0.4_w2-8_f3_20260704_055013,
td30_lb120_top5_s0.4_w2-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_090129_ars1_dynamic_range_picker_td30_lb120_top5_s0.4_w2-12_f0_20260704_055013,
td30_lb120_top5_s0.4_w2-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT",ok,24,-3.56,0.47,0.083,3.8465,backtest_runs/portfolio_20260704_090135_ars1_dynamic_range_picker_td30_lb120_top5_s0.4_w2-12_f1_20260704_055013,
