candidate,fold,train_start,train_end,oos_start,oos_end,picked,status,trades,net_pnl,profit_factor,winrate,max_drawdown,run_dir,error
td30_lb120_top5_s0.6_w1.5-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT,1000PEPEUSDT,LTCUSDT",ok,23,2.15,1.454,0.348,2.1562,backtest_runs/portfolio_20260704_090453_ars1_dynamic_range_picker_td30_lb120_top5_s0.6_w1.5-12_f2_20260704_055013,
td30_lb120_top5_s0.6_w1.5-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT",ok,12,1.07,1.326,0.167,1.8754,backtest_runs/portfolio_20260704_090502_ars1_dynamic_range_picker_td30_lb120_top5_s0.6_w1.5-12_f3_20260704_055013,
td30_lb120_top5_s0.6_w2-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_090505_ars1_dynamic_range_picker_td30_lb120_top5_s0.6_w2-8_f0_20260704_055013,
td30_lb120_top5_s0.6_w2-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT",ok,24,-3.56,0.47,0.083,3.8465,backtest_runs/portfolio_20260704_090509_ars1_dynamic_range_picker_td30_lb120_top5_s0.6_w2-8_f1_20260704_055013,
td30_lb120_top5_s0.6_w2-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT,LTCUSDT,ETHUSDT",ok,22,2.35,1.557,0.364,1.8619,backtest_runs/portfolio_20260704_090520_ars1_dynamic_range_picker_td30_lb120_top5_s0.6_w2-8_f2_20260704_055013,
td30_lb120_top5_s0.6_w2-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XRPUSDT,ok,4,-0.09,0.919,0.25,1.1295,backtest_runs/portfolio_20260704_090529_ars1_dynamic_range_picker_td30_lb120_top5_s0.6_w2-8_f3_20260704_055013,
td30_lb120_top5_s0.6_w2-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_090532_ars1_dynamic_range_picker_td30_lb120_top5_s0.6_w2-12_f0_20260704_055013,
td30_lb120_top5_s0.6_w2-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT",ok,24,-3.56,0.47,0.083,3.8465,backtest_runs/portfolio_20260704_090536_ars1_dynamic_range_picker_td30_lb120_top5_s0.6_w2-12_f1_20260704_055013,
td30_lb120_top5_s0.6_w2-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT,LTCUSDT,ETHUSDT",ok,22,2.35,1.557,0.364,1.8619,backtest_runs/portfolio_20260704_090547_ars1_dynamic_range_picker_td30_lb120_top5_s0.6_w2-12_f2_20260704_055013,
td30_lb120_top5_s0.6_w2-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XRPUSDT,ok,4,-0.09,0.919,0.25,1.1295,backtest_runs/portfolio_20260704_090556_ars1_dynamic_range_picker_td30_lb120_top5_s0.6_w2-12_f3_20260704_055013,
td30_lb120_top8_s0.4_w1.5-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_090559_ars1_dynamic_range_picker_td30_lb120_top8_s0.4_w1.5-8_f0_20260704_055013,
td30_lb120_top8_s0.4_w1.5-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT,SOLUSDT,ATOMUSDT,AVAXUSDT",ok,41,-7.93,0.287,0.073,7.9335,backtest_runs/portfolio_20260704_090606_ars1_dynamic_range_picker_td30_lb120_top8_s0.4_w1.5-8_f1_20260704_055013,
td30_lb120_top8_s0.4_w1.5-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT,1000PEPEUSDT,LTCUSDT,ADAUSDT,ETHUSDT,SUIUSDT",ok,41,2.85,1.327,0.317,3.542,backtest_runs/portfolio_20260704_090624_ars1_dynamic_range_picker_td30_lb120_top8_s0.4_w1.5-8_f2_20260704_055013,
td30_lb120_top8_s0.4_w1.5-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT,LINKUSDT,HYPEUSDT",ok,25,1.15,1.171,0.16,3.3837,backtest_runs/portfolio_20260704_090639_ars1_dynamic_range_picker_td30_lb120_top8_s0.4_w1.5-8_f3_20260704_055013,
td30_lb120_top8_s0.4_w1.5-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_090645_ars1_dynamic_range_picker_td30_lb120_top8_s0.4_w1.5-12_f0_20260704_055013,
td30_lb120_top8_s0.4_w1.5-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT,SOLUSDT,ATOMUSDT,AVAXUSDT",ok,41,-7.93,0.287,0.073,7.9335,backtest_runs/portfolio_20260704_090652_ars1_dynamic_range_picker_td30_lb120_top8_s0.4_w1.5-12_f1_20260704_055013,
td30_lb120_top8_s0.4_w1.5-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT,1000PEPEUSDT,LTCUSDT,ADAUSDT,ETHUSDT,SUIUSDT",ok,41,2.85,1.327,0.317,3.542,backtest_runs/portfolio_20260704_090710_ars1_dynamic_range_picker_td30_lb120_top8_s0.4_w1.5-12_f2_20260704_055013,
td30_lb120_top8_s0.4_w1.5-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT,LINKUSDT,HYPEUSDT",ok,25,1.15,1.171,0.16,3.3837,backtest_runs/portfolio_20260704_090725_ars1_dynamic_range_picker_td30_lb120_top8_s0.4_w1.5-12_f3_20260704_055013,
td30_lb120_top8_s0.4_w2-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_090731_ars1_dynamic_range_picker_td30_lb120_top8_s0.4_w2-8_f0_20260704_055013,
td30_lb120_top8_s0.4_w2-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT,SOLUSDT,ATOMUSDT,AVAXUSDT",ok,41,-7.93,0.287,0.073,7.9335,backtest_runs/portfolio_20260704_090738_ars1_dynamic_range_picker_td30_lb120_top8_s0.4_w2-8_f1_20260704_055013,
td30_lb120_top8_s0.4_w2-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT,LTCUSDT,ETHUSDT,SUIUSDT,DOGEUSDT,XRPUSDT",ok,33,3.2,1.473,0.333,2.6219,backtest_runs/portfolio_20260704_090756_ars1_dynamic_range_picker_td30_lb120_top8_s0.4_w2-8_f2_20260704_055013,
td30_lb120_top8_s0.4_w2-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,LINKUSDT,HYPEUSDT",ok,18,-0.26,0.945,0.167,2.5012,backtest_runs/portfolio_20260704_090811_ars1_dynamic_range_picker_td30_lb120_top8_s0.4_w2-8_f3_20260704_055013,
td30_lb120_top8_s0.4_w2-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_090815_ars1_dynamic_range_picker_td30_lb120_top8_s0.4_w2-12_f0_20260704_055013,
td30_lb120_top8_s0.4_w2-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT,SOLUSDT,ATOMUSDT,AVAXUSDT",ok,41,-7.93,0.287,0.073,7.9335,backtest_runs/portfolio_20260704_090822_ars1_dynamic_range_picker_td30_lb120_top8_s0.4_w2-12_f1_20260704_055013,
td30_lb120_top8_s0.4_w2-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT,LTCUSDT,ETHUSDT,SUIUSDT,DOGEUSDT,XRPUSDT",ok,33,3.2,1.473,0.333,2.6219,backtest_runs/portfolio_20260704_090840_ars1_dynamic_range_picker_td30_lb120_top8_s0.4_w2-12_f2_20260704_055013,
td30_lb120_top8_s0.4_w2-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,LINKUSDT,HYPEUSDT",ok,18,-0.26,0.945,0.167,2.5012,backtest_runs/portfolio_20260704_090855_ars1_dynamic_range_picker_td30_lb120_top8_s0.4_w2-12_f3_20260704_055013,
td30_lb120_top8_s0.5_w1.5-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_090900_ars1_dynamic_range_picker_td30_lb120_top8_s0.5_w1.5-8_f0_20260704_055013,
td30_lb120_top8_s0.5_w1.5-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT,SOLUSDT,ATOMUSDT,AVAXUSDT",ok,41,-7.93,0.287,0.073,7.9335,backtest_runs/portfolio_20260704_090907_ars1_dynamic_range_picker_td30_lb120_top8_s0.5_w1.5-8_f1_20260704_055013,
td30_lb120_top8_s0.5_w1.5-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT,1000PEPEUSDT,LTCUSDT,ADAUSDT,ETHUSDT,SUIUSDT",ok,41,2.85,1.327,0.317,3.542,backtest_runs/portfolio_20260704_090925_ars1_dynamic_range_picker_td30_lb120_top8_s0.5_w1.5-8_f2_20260704_055013,
td30_lb120_top8_s0.5_w1.5-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT,LINKUSDT,HYPEUSDT",ok,25,1.15,1.171,0.16,3.3837,backtest_runs/portfolio_20260704_090940_ars1_dynamic_range_picker_td30_lb120_top8_s0.5_w1.5-8_f3_20260704_055013,
td30_lb120_top8_s0.5_w1.5-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_090946_ars1_dynamic_range_picker_td30_lb120_top8_s0.5_w1.5-12_f0_20260704_055013,
td30_lb120_top8_s0.5_w1.5-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT,SOLUSDT,ATOMUSDT,AVAXUSDT",ok,41,-7.93,0.287,0.073,7.9335,backtest_runs/portfolio_20260704_090953_ars1_dynamic_range_picker_td30_lb120_top8_s0.5_w1.5-12_f1_20260704_055013,
td30_lb120_top8_s0.5_w1.5-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT,1000PEPEUSDT,LTCUSDT,ADAUSDT,ETHUSDT,SUIUSDT",ok,41,2.85,1.327,0.317,3.542,backtest_runs/portfolio_20260704_091011_ars1_dynamic_range_picker_td30_lb120_top8_s0.5_w1.5-12_f2_20260704_055013,
td30_lb120_top8_s0.5_w1.5-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT,LINKUSDT,HYPEUSDT",ok,25,1.15,1.171,0.16,3.3837,backtest_runs/portfolio_20260704_091026_ars1_dynamic_range_picker_td30_lb120_top8_s0.5_w1.5-12_f3_20260704_055013,
td30_lb120_top8_s0.5_w2-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_091032_ars1_dynamic_range_picker_td30_lb120_top8_s0.5_w2-8_f0_20260704_055013,
td30_lb120_top8_s0.5_w2-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT,SOLUSDT,ATOMUSDT,AVAXUSDT",ok,41,-7.93,0.287,0.073,7.9335,backtest_runs/portfolio_20260704_091039_ars1_dynamic_range_picker_td30_lb120_top8_s0.5_w2-8_f1_20260704_055013,
td30_lb120_top8_s0.5_w2-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT,LTCUSDT,ETHUSDT,SUIUSDT,DOGEUSDT,XRPUSDT",ok,33,3.2,1.473,0.333,2.6219,backtest_runs/portfolio_20260704_091056_ars1_dynamic_range_picker_td30_lb120_top8_s0.5_w2-8_f2_20260704_055013,
td30_lb120_top8_s0.5_w2-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,LINKUSDT,HYPEUSDT",ok,18,-0.26,0.945,0.167,2.5012,backtest_runs/portfolio_20260704_091111_ars1_dynamic_range_picker_td30_lb120_top8_s0.5_w2-8_f3_20260704_055013,
td30_lb120_top8_s0.5_w2-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_091116_ars1_dynamic_range_picker_td30_lb120_top8_s0.5_w2-12_f0_20260704_055013,
td30_lb120_top8_s0.5_w2-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT,SOLUSDT,ATOMUSDT,AVAXUSDT",ok,41,-7.93,0.287,0.073,7.9335,backtest_runs/portfolio_20260704_091123_ars1_dynamic_range_picker_td30_lb120_top8_s0.5_w2-12_f1_20260704_055013,
td30_lb120_top8_s0.5_w2-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT,LTCUSDT,ETHUSDT,SUIUSDT,DOGEUSDT,XRPUSDT",ok,33,3.2,1.473,0.333,2.6219,backtest_runs/portfolio_20260704_091140_ars1_dynamic_range_picker_td30_lb120_top8_s0.5_w2-12_f2_20260704_055013,
td30_lb120_top8_s0.5_w2-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,LINKUSDT,HYPEUSDT",ok,18,-0.26,0.945,0.167,2.5012,backtest_runs/portfolio_20260704_091155_ars1_dynamic_range_picker_td30_lb120_top8_s0.5_w2-12_f3_20260704_055013,
td30_lb120_top8_s0.6_w1.5-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_091200_ars1_dynamic_range_picker_td30_lb120_top8_s0.6_w1.5-8_f0_20260704_055013,
td30_lb120_top8_s0.6_w1.5-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT,SOLUSDT,ATOMUSDT,AVAXUSDT",ok,41,-7.93,0.287,0.073,7.9335,backtest_runs/portfolio_20260704_091205_ars1_dynamic_range_picker_td30_lb120_top8_s0.6_w1.5-8_f1_20260704_055013,
td30_lb120_top8_s0.6_w1.5-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT,1000PEPEUSDT,LTCUSDT,ADAUSDT,ETHUSDT,SUIUSDT",ok,41,2.85,1.327,0.317,3.542,backtest_runs/portfolio_20260704_091223_ars1_dynamic_range_picker_td30_lb120_top8_s0.6_w1.5-8_f2_20260704_055013,
td30_lb120_top8_s0.6_w1.5-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT",ok,12,1.07,1.326,0.167,1.8754,backtest_runs/portfolio_20260704_091237_ars1_dynamic_range_picker_td30_lb120_top8_s0.6_w1.5-8_f3_20260704_055013,
td30_lb120_top8_s0.6_w1.5-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_091240_ars1_dynamic_range_picker_td30_lb120_top8_s0.6_w1.5-12_f0_20260704_055013,
td30_lb120_top8_s0.6_w1.5-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT,SOLUSDT,ATOMUSDT,AVAXUSDT",ok,41,-7.93,0.287,0.073,7.9335,backtest_runs/portfolio_20260704_091246_ars1_dynamic_range_picker_td30_lb120_top8_s0.6_w1.5-12_f1_20260704_055013,
td30_lb120_top8_s0.6_w1.5-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT,1000PEPEUSDT,LTCUSDT,ADAUSDT,ETHUSDT,SUIUSDT",ok,41,2.85,1.327,0.317,3.542,backtest_runs/portfolio_20260704_091304_ars1_dynamic_range_picker_td30_lb120_top8_s0.6_w1.5-12_f2_20260704_055013,
td30_lb120_top8_s0.6_w1.5-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT",ok,12,1.07,1.326,0.167,1.8754,backtest_runs/portfolio_20260704_091318_ars1_dynamic_range_picker_td30_lb120_top8_s0.6_w1.5-12_f3_20260704_055013,
td30_lb120_top8_s0.6_w2-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_091321_ars1_dynamic_range_picker_td30_lb120_top8_s0.6_w2-8_f0_20260704_055013,
td30_lb120_top8_s0.6_w2-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT,SOLUSDT,ATOMUSDT,AVAXUSDT",ok,41,-7.93,0.287,0.073,7.9335,backtest_runs/portfolio_20260704_091326_ars1_dynamic_range_picker_td30_lb120_top8_s0.6_w2-8_f1_20260704_055013,
td30_lb120_top8_s0.6_w2-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT,LTCUSDT,ETHUSDT,SUIUSDT,DOGEUSDT,XRPUSDT",ok,33,3.2,1.473,0.333,2.6219,backtest_runs/portfolio_20260704_091344_ars1_dynamic_range_picker_td30_lb120_top8_s0.6_w2-8_f2_20260704_055013,
td30_lb120_top8_s0.6_w2-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XRPUSDT,ok,4,-0.09,0.919,0.25,1.1295,backtest_runs/portfolio_20260704_091358_ars1_dynamic_range_picker_td30_lb120_top8_s0.6_w2-8_f3_20260704_055013,
td30_lb120_top8_s0.6_w2-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_091400_ars1_dynamic_range_picker_td30_lb120_top8_s0.6_w2-12_f0_20260704_055013,
td30_lb120_top8_s0.6_w2-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT,LINKUSDT,XLMUSDT,SOLUSDT,ATOMUSDT,AVAXUSDT",ok,41,-7.93,0.287,0.073,7.9335,backtest_runs/portfolio_20260704_091406_ars1_dynamic_range_picker_td30_lb120_top8_s0.6_w2-12_f1_20260704_055013,
td30_lb120_top8_s0.6_w2-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT,LTCUSDT,ETHUSDT,SUIUSDT,DOGEUSDT,XRPUSDT",ok,33,3.2,1.473,0.333,2.6219,backtest_runs/portfolio_20260704_091423_ars1_dynamic_range_picker_td30_lb120_top8_s0.6_w2-12_f2_20260704_055013,
td30_lb120_top8_s0.6_w2-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XRPUSDT,ok,4,-0.09,0.919,0.25,1.1295,backtest_runs/portfolio_20260704_091437_ars1_dynamic_range_picker_td30_lb120_top8_s0.6_w2-12_f3_20260704_055013,
td60_lb60_top3_s0.4_w1.5-8,0,2025-03-06,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_091440_ars1_dynamic_range_picker_td60_lb60_top3_s0.4_w1.5-8_f0_20260704_055013,
td60_lb60_top3_s0.4_w1.5-8,1,2025-06-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td60_lb60_top3_s0.4_w1.5-8,2,2025-09-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_091445_ars1_dynamic_range_picker_td60_lb60_top3_s0.4_w1.5-8_f2_20260704_055013,
td60_lb60_top3_s0.4_w1.5-8,3,2025-12-01,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_091449_ars1_dynamic_range_picker_td60_lb60_top3_s0.4_w1.5-8_f3_20260704_055013,
td60_lb60_top3_s0.4_w1.5-12,0,2025-03-06,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_091452_ars1_dynamic_range_picker_td60_lb60_top3_s0.4_w1.5-12_f0_20260704_055013,
td60_lb60_top3_s0.4_w1.5-12,1,2025-06-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td60_lb60_top3_s0.4_w1.5-12,2,2025-09-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_091456_ars1_dynamic_range_picker_td60_lb60_top3_s0.4_w1.5-12_f2_20260704_055013,
td60_lb60_top3_s0.4_w1.5-12,3,2025-12-01,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_091500_ars1_dynamic_range_picker_td60_lb60_top3_s0.4_w1.5-12_f3_20260704_055013,
td60_lb60_top3_s0.4_w2-8,0,2025-03-06,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_091503_ars1_dynamic_range_picker_td60_lb60_top3_s0.4_w2-8_f0_20260704_055013,
td60_lb60_top3_s0.4_w2-8,1,2025-06-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td60_lb60_top3_s0.4_w2-8,2,2025-09-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_091507_ars1_dynamic_range_picker_td60_lb60_top3_s0.4_w2-8_f2_20260704_055013,
td60_lb60_top3_s0.4_w2-8,3,2025-12-01,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td60_lb60_top3_s0.4_w2-12,0,2025-03-06,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_091510_ars1_dynamic_range_picker_td60_lb60_top3_s0.4_w2-12_f0_20260704_055013,
td60_lb60_top3_s0.4_w2-12,1,2025-06-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td60_lb60_top3_s0.4_w2-12,2,2025-09-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_091515_ars1_dynamic_range_picker_td60_lb60_top3_s0.4_w2-12_f2_20260704_055013,
td60_lb60_top3_s0.4_w2-12,3,2025-12-01,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td60_lb60_top3_s0.5_w1.5-8,0,2025-03-06,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_091518_ars1_dynamic_range_picker_td60_lb60_top3_s0.5_w1.5-8_f0_20260704_055013,
td60_lb60_top3_s0.5_w1.5-8,1,2025-06-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td60_lb60_top3_s0.5_w1.5-8,2,2025-09-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_091522_ars1_dynamic_range_picker_td60_lb60_top3_s0.5_w1.5-8_f2_20260704_055013,
td60_lb60_top3_s0.5_w1.5-8,3,2025-12-01,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_091526_ars1_dynamic_range_picker_td60_lb60_top3_s0.5_w1.5-8_f3_20260704_055013,
td60_lb60_top3_s0.5_w1.5-12,0,2025-03-06,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_091529_ars1_dynamic_range_picker_td60_lb60_top3_s0.5_w1.5-12_f0_20260704_055013,
td60_lb60_top3_s0.5_w1.5-12,1,2025-06-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td60_lb60_top3_s0.5_w1.5-12,2,2025-09-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_091534_ars1_dynamic_range_picker_td60_lb60_top3_s0.5_w1.5-12_f2_20260704_055013,
td60_lb60_top3_s0.5_w1.5-12,3,2025-12-01,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_091538_ars1_dynamic_range_picker_td60_lb60_top3_s0.5_w1.5-12_f3_20260704_055013,
td60_lb60_top3_s0.5_w2-8,0,2025-03-06,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_091541_ars1_dynamic_range_picker_td60_lb60_top3_s0.5_w2-8_f0_20260704_055013,
td60_lb60_top3_s0.5_w2-8,1,2025-06-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
