strategy,symbol,side,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,pnl_pct_equity,fees,outcome,reason
inplay,RIVERUSDT,long,1762449300000,1762450200000,7.75155000,7.50214213,2.18022729,-0.56371976,-0.005248,0.01995391,sl,retest_long+SL
inplay,LINKUSDT,long,1741941900000,1742124900000,14.04480840,13.52122379,1.00729658,-0.54406530,-0.005213,0.01666030,sl,retest_long+SL
inplay,VIRTUALUSDT,long,1742113800000,1742132700000,0.76985394,0.73725252,16.54167084,-0.55423999,-0.005187,0.01495804,sl,retest_long+SL
inplay,DOTUSDT,long,1742171400000,1742173200000,4.37077398,4.40269428,21.98621046,0.58606935,0.005541,0.11573719,tp,retest_long+TP1
inplay,BNBUSDT,long,1742179500000,1742180400000,621.62430000,627.56946100,0.12013963,0.62420283,0.005871,0.09004660,tp,retest_long+TP1
inplay,PIPPINUSDT,long,1742186700000,1742187300000,0.02014403,0.02042741,2566.77302438,0.66490416,0.006221,0.06248261,tp,retest_long+TP1
inplay,AXSUSDT,long,1742185200000,1742188500000,3.31566300,3.29734040,30.16591252,-0.67241032,-0.006287,0.11969237,sl,retest_long+SL
inplay,ZECUSDT,long,1742187600000,1742192100000,34.02680400,34.32113440,2.44437878,0.61921404,0.005757,0.10024095,tp,retest_long+TP1
inplay,PIPPINUSDT,long,1742191800000,1742193000000,0.02020404,0.01992780,1992.62994684,-0.59842612,-0.005599,0.04798074,sl,retest_long+SL
inplay,AXSUSDT,long,1742194200000,1742194800000,3.33766740,3.36152756,29.71140448,0.58949337,0.005511,0.11942549,tp,retest_long+TP1
inplay,DOTUSDT,long,1742173200000,1742192700000,4.40378058,4.35794609,12.06332533,-0.61633366,-0.005795,0.06341734,sl,retest_long+SL
inplay,AXSUSDT,long,1742194800000,1742202000000,3.36167220,3.41586669,13.55272451,0.67937052,0.006317,0.05511247,tp,retest_long+TP1
inplay,SNXUSDT,long,1742208000000,1742212800000,0.84586914,0.85448907,84.07125369,0.63891741,0.005937,0.08577075,tp,retest_long+TP1
inplay,HYPEUSDT,long,1742205900000,1742215800000,13.83676680,13.54129120,1.85563121,-0.57877589,-0.005378,0.03048215,sl,retest_long+SL
inplay,KITEUSDT,long,1763147400000,1763161200000,0.07590518,0.07457472,413.90729270,-0.58805507,-0.005463,0.03737084,sl,retest_long+SL
inplay,1000PEPEUSDT,long,1742210100000,1742216400000,0.00710342,0.00701020,5987.75863217,-0.60885777,-0.005625,0.05070539,sl,retest_long+SL
inplay,VIRTUALUSDT,long,1742214600000,1742220300000,0.76765350,0.74795038,27.60103794,-0.56892591,-0.005312,0.02509934,sl,retest_long+SL
inplay,ENAUSDT,long,1742228100000,1742229000000,0.37647528,0.38038391,182.57614928,0.63071159,0.005956,0.08291066,tp,retest_long+TP1
inplay,ENAUSDT,long,1742229000000,1742230800000,0.38007600,0.37328604,80.22314655,-0.58097403,-0.005454,0.03626224,sl,retest_long+SL
inplay,KITEUSDT,long,1763175000000,1763179500000,0.07755551,0.07669466,638.09553782,-0.60836035,-0.005743,0.05905581,sl,retest_long+SL
inplay,MYXUSDT,long,1755820800000,1755821700000,1.21270249,1.15332286,8.99255877,-0.54674080,-0.005161,0.01276597,sl,retest_long+SL
inplay,AAVEUSDT,long,1742232600000,1742236200000,173.22463800,175.14046490,0.36933235,0.63037935,0.006017,0.07719750,tp,retest_long+TP1
