dimension,bucket,trades,symbols,net_r,gross_r,cost_r,mean_net_r,mean_gross_r,mean_cost_r,t_stat_net_r,profit_factor_net_r,win_rate,net_r_share
squeeze_pct,"(70,inf)%",2,2,0.4829401180964433,0.7704856059864628,0.2875454878900194,0.24147005904822166,0.3852428029932314,0.1437727439450097,0.6234819782177177,4.311830733978731,0.5,-0.003676974099756206
strategy,alt_squeeze_breakout_v1,620,24,-131.34172419883612,-40.37284351740075,90.96888068143538,-0.21184149064328406,-0.06511748954419476,0.1467240010990893,-6.74151359571114,0.5368375465087956,0.3919354838709677,1.0
symbol,PEOPLEUSDT,36,1,-23.372686141208774,-17.604935907633134,5.767750233575639,-0.6492412817002438,-0.48902599743425373,0.16021528426598997,-5.9757691349404505,0.1292951029622813,0.19444444444444445,0.17795324588418865
symbol,C98USDT,46,1,-21.239059030936165,-13.443110224760563,7.795948806175601,-0.4617186745855688,-0.2922415266252296,0.16947714796033916,-4.485018894507976,0.2197923532703645,0.30434782608695654,0.1617083920626982
symbol,HFTUSDT,32,1,-13.336650219882833,-8.557701239747788,4.778948980135045,-0.4167703193713385,-0.26742816374211836,0.14934215562922015,-3.5155303218571805,0.2553359180618651,0.28125,0.1015416106437943
symbol,GALAUSDT,37,1,-13.217363670274324,-6.754282519187426,6.4630811510868975,-0.3572260451425493,-0.18254817619425476,0.17467786894829454,-2.956882838669966,0.33926535389577245,0.32432432432432434,0.10063339544914737
symbol,ORDIUSDT,54,1,-10.292287448436698,-3.9464645080501035,6.345822940386594,-0.1905979157117907,-0.07308267607500192,0.11751523963678877,-1.954383765819293,0.5477795535102865,0.42592592592592593,0.07836266434918555
symbol,SHIB1000USDT,16,1,-7.894737208569829,-5.228877047317582,2.6658601612522475,-0.4934210755356143,-0.32680481545734885,0.16661626007826547,-3.4552796587909773,0.13818108141890656,0.25,0.06010837193379701
symbol,AAVEUSDT,19,1,-6.934707419571568,-3.675944285396614,3.2587631341749534,-0.3649846010300825,-0.19347075186297968,0.1715138491671028,-1.984105251441457,0.3752643740748923,0.3684210526315789,0.05279896744063772
symbol,APTUSDT,27,1,-6.00881243546472,-1.6901966346206314,4.318615800844088,-0.22254860872091556,-0.06259987535631968,0.15994873336459586,-1.399278731580179,0.5419500741409221,0.4444444444444444,0.045749456024865916
symbol,CRVUSDT,32,1,-5.822418637996266,-0.3802340719924504,5.4421845660038155,-0.18195058243738332,-0.011882314749764075,0.17006826768761923,-1.443185070512279,0.547992745056813,0.4375,0.04433030458151897
symbol,OPUSDT,30,1,-5.7917855199816,-1.1153584080197263,4.676427111961873,-0.19305951733272,-0.037178613600657544,0.15588090373206243,-1.298216223990489,0.5629642323578085,0.43333333333333335,0.0440970723912038
symbol,ARBUSDT,17,1,-5.0995382776443705,-2.2222247522836254,2.877313525360745,-0.2999728398614336,-0.13071910307550738,0.16925373678592617,-1.581885993849945,0.39712094132262665,0.29411764705882354,0.03882649103893491
symbol,ICPUSDT,18,1,-4.384557242648185,-1.880357115962905,2.504200126685281,-0.24358651348045474,-0.10446428422016138,0.13912222926029338,-1.6486550077342854,0.42730039571111317,0.2777777777777778,0.033382820801183294
symbol,BICOUSDT,16,1,-3.07261451849408,-0.9886269774145536,2.083987541079526,-0.19203840740588,-0.0617891860884096,0.13024922131747038,-1.2242405002078176,0.4855744613265048,0.5,0.023394047377073398
symbol,UNIUSDT,15,1,-2.871415390774428,-0.005687177601176777,2.8657282131732513,-0.1914276927182952,-0.0003791451734117851,0.19104854754488343,-0.8088846900212866,0.6172202242871283,0.3333333333333333,0.021862172194629017
symbol,ALGOUSDT,21,1,-2.5410565104518157,0.5547232457689303,3.095779756220746,-0.12100269097389599,0.026415392655663346,0.14741808362955933,-0.79974108762526,0.6488953484779438,0.5238095238095238,0.01934690994770977
symbol,LDOUSDT,22,1,-1.8566835923474734,1.352120338978092,3.2088039313255656,-0.08439470874306697,0.06146001540809509,0.14585472415116207,-0.5693845531985946,0.7510031420801629,0.45454545454545453,0.014136281548555507
symbol,INJUSDT,41,1,-1.6915677542248144,4.186764137843728,5.878331892068542,-0.041257750103044256,0.10211619848399336,0.14337394858703761,-0.2899151455485697,0.8969706815259307,0.4634146341463415,0.012879134673639409
symbol,XMRUSDT,1,1,-0.42353195128101595,-0.22773155324466415,0.1958003980363518,-0.42353195128101595,-0.22773155324466415,0.1958003980363518,0.0,0.0,0.0,0.0032246565504183405
symbol,FILUSDT,22,1,-0.25599399770072523,3.4145052680282197,3.6704992657289455,-0.01163609080457842,0.15520478491037362,0.16684087571495207,-0.05044746168732782,0.9733953179102118,0.36363636363636365,0.0019490683502310358
symbol,ZECUSDT,4,1,0.19756512097634116,0.9848482303588315,0.7872831093824905,0.04939128024408529,0.24621205758970788,0.19682077734562262,0.08977001608454334,1.1104892830818542,0.5,-0.001504206848063381
symbol,ETCUSDT,6,1,0.4002700495042909,1.1220246736595159,0.7217546241552251,0.06671167491738182,0.18700411227658598,0.12029243735920418,0.15654799223944427,1.1887325415173893,0.3333333333333333,-0.003047546786414411
symbol,HBARUSDT,26,1,0.6180572810796116,4.570916652118546,3.9528593710389344,0.023771433887677367,0.17580448661994408,0.1520330527322667,0.16873582003110305,1.0809538895255637,0.46153846153846156,-0.004705719259052398
symbol,1000BONKUSDT,70,1,1.7410163322327759,7.666736107775816,5.92571977554304,0.024871661889039654,0.10952480153965452,0.08465313965061487,0.24240000545189483,1.0689704208861703,0.4714285714285714,-0.013255622635173263
symbol,COTIUSDT,12,1,1.808833985260533,3.4962502513005074,1.6874162660399743,0.15073616543837776,0.2913541876083756,0.14061802216999786,0.9086654372131305,2.0100098749625395,0.6666666666666666,-0.013771967714708606
terminal_exit,SL,62,16,-76.0223780979042,-63.99805384688629,12.024324251017902,-1.2261673886758742,-1.0322266749497788,0.1939407137260952,-123.15976035425112,0.0,0.0,0.578813614345546
terminal_exit,TRAIL_SL,554,24,-54.4209166751717,23.871682377917505,78.2925990530892,-0.09823270157973232,0.043089679382522575,0.14132238096225488,-3.100753927280807,0.736523598757565,0.4368231046931408,0.41434598949519463
terminal_exit,SL_same_bar,4,3,-0.8984294257602256,-0.2464720484319665,0.6519573773282591,-0.2246073564400564,-0.06161801210799162,0.16298934433206477,-1.9173434954421507,0.10520525092030716,0.25,0.006840396159259397
volume_multiple,"(2,3]x",178,24,-45.29369722022862,-18.61303136628883,26.680665853939797,-0.25445897314735183,-0.10456759194544286,0.14989138120190898,-4.530978910735583,0.4713601630660494,0.398876404494382,0.3448538345031867
volume_multiple,"(3,5]x",141,23,-38.03290397503641,-17.568860959573836,20.464043015462575,-0.2697369076243717,-0.12460185077711941,0.1451350568472523,-4.533858466523408,0.42922928959453666,0.3829787234042553,0.28957213868655335
volume_multiple,"(1.5,2]x",161,23,-23.639448499124164,1.9008783593866285,25.54032685851079,-0.14682887266536748,0.011806697884388997,0.15863557054975647,-2.0646145457568856,0.6838958627428715,0.391304347826087,0.17998430158672796
volume_multiple,"(10,inf)x",43,16,-15.683286117525341,-10.849359250540145,4.8339268669851965,-0.3647275841284963,-0.25231068024511966,0.11241690388337666,-4.3952213497793995,0.1886579056924522,0.32558139534883723,0.11940825516941339
volume_multiple,"(5,10]x",71,19,-6.887288894982098,2.980930187408506,9.868219082390604,-0.09700406894340984,0.04198493221702121,0.13898900116043106,-1.0841232198913735,0.7386909775754862,0.4507042253521127,0.052437935751136804
volume_multiple,"(-inf,1.5]x",26,12,-1.8050994919394914,1.7765995122069187,3.58169900414641,-0.06942690353613429,0.06833075046949687,0.13775765400563114,-0.3669877771053643,0.832726145675202,0.34615384615384615,0.013743534302981895
