entry_ts,exit_ts,r,side,mode,side_sleeve,cost
1758157200.0,1758171600.0,-1.2704,short,big_figure_00,short,stress
1758686400.0,1758693600.0,-1.5311,short,big_figure_00,short,stress
1758841200.0,1759100400.0,2.1098,short,big_figure_00,short,stress
1759838400.0,1759845600.0,-1.4028,short,big_figure_00,short,stress
1759867200.0,1759881600.0,-1.3318,short,big_figure_00,short,stress
1759989600.0,1759993200.0,-1.3526,short,big_figure_00,short,stress
1760922000.0,1760950800.0,2.165,short,big_figure_00,short,stress
1761048000.0,1761181200.0,-1.2375,short,big_figure_00,short,stress
1761285600.0,1761307200.0,1.9342,short,big_figure_00,short,stress
1761793200.0,1761804000.0,-1.2343,short,big_figure_00,short,stress
1762351200.0,1762354800.0,-1.3445,short,big_figure_00,short,stress
1762736400.0,1762758000.0,-1.2994,short,big_figure_00,short,stress
1762956000.0,1763024400.0,2.0542,short,big_figure_00,short,stress
1763989200.0,1763992800.0,-1.5072,short,big_figure_00,short,stress
1764666000.0,1764687600.0,-1.5664,short,big_figure_00,short,stress
1765256400.0,1765263600.0,-1.5082,short,big_figure_00,short,stress
1765306800.0,1765382400.0,2.106,short,big_figure_00,short,stress
1765537200.0,1765540800.0,-1.5329,short,big_figure_00,short,stress
1766052000.0,1766062800.0,1.9588,short,big_figure_00,short,stress
1766113200.0,1766116800.0,-1.3988,short,big_figure_00,short,stress
1766700000.0,1766703600.0,-1.5272,short,big_figure_00,short,stress
1767193200.0,1767204000.0,-1.6886,short,big_figure_00,short,stress
1767567600.0,1767571200.0,-1.5252,short,big_figure_00,short,stress
1767970800.0,1767974400.0,-1.3685,short,big_figure_00,short,stress
1768284000.0,1768287600.0,-1.4237,short,big_figure_00,short,stress
1768291200.0,1768320000.0,-1.3945,short,big_figure_00,short,stress
1769151600.0,1769184000.0,2.2235,short,big_figure_00,short,stress
1769626800.0,1769738400.0,-1.2021,short,big_figure_00,short,stress
1769749200.0,1769763600.0,-1.2995,short,big_figure_00,short,stress
1770116400.0,1770166800.0,-1.4384,short,big_figure_00,short,stress
1770249600.0,1770267600.0,-1.4123,short,big_figure_00,short,stress
1771894800.0,1771905600.0,-1.3683,short,big_figure_00,short,stress
1772438400.0,1772452800.0,-1.272,short,big_figure_00,short,stress
1774918800.0,1774962000.0,2.0102,short,big_figure_00,short,stress
1775574000.0,1775592000.0,1.9462,short,big_figure_00,short,stress
1776250800.0,1776304800.0,1.9733,short,big_figure_00,short,stress
1778457600.0,1778461200.0,-1.5078,short,big_figure_00,short,stress
1778724000.0,1778731200.0,1.5976,short,big_figure_00,short,stress
1778763600.0,1778767200.0,-1.4908,short,big_figure_00,short,stress
1779076800.0,1779105600.0,1.8533,short,big_figure_00,short,stress
1779170400.0,1779192000.0,1.7855,short,big_figure_00,short,stress
1779768000.0,1779775200.0,-2.6813,short,big_figure_00,short,stress
1780423200.0,1780441200.0,-2.387,short,big_figure_00,short,stress
1780502400.0,1780545600.0,1.9224,short,big_figure_00,short,stress
1780603200.0,1780657200.0,1.335,short,big_figure_00,short,stress
1782136800.0,1782140400.0,-1.5445,short,big_figure_00,short,stress
1721253600.0,1721257200.0,-1.1453,long,big_figure_00,long,base
1721894400.0,1721901600.0,-1.0951,long,big_figure_00,long,base
1722427200.0,1722470400.0,-1.0493,long,big_figure_00,long,base
1722549600.0,1722553200.0,-1.1067,long,big_figure_00,long,base
1723071600.0,1723075200.0,-1.0957,long,big_figure_00,long,base
1723554000.0,1723564800.0,-1.1451,long,big_figure_00,long,base
1724194800.0,1724198400.0,-1.1629,long,big_figure_00,long,base
1725469200.0,1725480000.0,-1.1289,long,big_figure_00,long,base
1725537600.0,1725544800.0,2.3796,long,big_figure_00,long,base
1725634800.0,1725876000.0,2.4297,long,big_figure_00,long,base
1726192800.0,1726200000.0,-1.1147,long,big_figure_00,long,base
1726459200.0,1726466400.0,-1.1652,long,big_figure_00,long,base
1726801200.0,1726812000.0,-1.1374,long,big_figure_00,long,base
1728302400.0,1728306000.0,-1.1452,long,big_figure_00,long,base
1729753200.0,1729760400.0,-1.2012,long,big_figure_00,long,base
1730361600.0,1730397600.0,-1.1359,long,big_figure_00,long,base
1730962800.0,1730984400.0,-1.1699,long,big_figure_00,long,base
1731981600.0,1732003200.0,-1.1832,long,big_figure_00,long,base
1732150800.0,1732168800.0,-1.1844,long,big_figure_00,long,base
1732492800.0,1732496400.0,-1.1583,long,big_figure_00,long,base
1732626000.0,1732647600.0,-1.1351,long,big_figure_00,long,base
1732719600.0,1732723200.0,-1.1213,long,big_figure_00,long,base
1734008400.0,1734048000.0,2.3449,long,big_figure_00,long,base
1735570800.0,1735581600.0,-1.2344,long,big_figure_00,long,base
1735632000.0,1735639200.0,2.288,long,big_figure_00,long,base
1735923600.0,1736121600.0,2.2862,long,big_figure_00,long,base
1736395200.0,1736424000.0,-1.2706,long,big_figure_00,long,base
1736769600.0,1736816400.0,2.3564,long,big_figure_00,long,base
1737698400.0,1737705600.0,-1.1311,long,big_figure_00,long,base
1738162800.0,1738195200.0,-1.1836,long,big_figure_00,long,base
1739462400.0,1739473200.0,-1.1569,long,big_figure_00,long,base
1739548800.0,1739746800.0,-1.1642,long,big_figure_00,long,base
1740034800.0,1740056400.0,-1.151,long,big_figure_00,long,base
1740164400.0,1740394800.0,2.3423,long,big_figure_00,long,base
1740992400.0,1740999600.0,2.3311,long,big_figure_00,long,base
1741604400.0,1741608000.0,-1.1468,long,big_figure_00,long,base
1743382800.0,1743386400.0,-1.1347,long,big_figure_00,long,base
1743764400.0,1743786000.0,2.4223,long,big_figure_00,long,base
1744830000.0,1744837200.0,-1.1105,long,big_figure_00,long,base
1746799200.0,1746997200.0,2.3373,long,big_figure_00,long,base
1747357200.0,1747404000.0,2.3566,long,big_figure_00,long,base
1747900800.0,1747929600.0,2.3702,long,big_figure_00,long,base
1748538000.0,1748566800.0,-1.1326,long,big_figure_00,long,base
1749456000.0,1749470400.0,2.2753,long,big_figure_00,long,base
1749690000.0,1749708000.0,-1.1302,long,big_figure_00,long,base
1750748400.0,1750752000.0,-1.1686,long,big_figure_00,long,base
1750755600.0,1750773600.0,-1.1539,long,big_figure_00,long,base
1753077600.0,1753095600.0,-1.1718,long,big_figure_00,long,base
1753837200.0,1753844400.0,-1.2356,long,big_figure_00,long,base
1754056800.0,1754071200.0,-1.1102,long,big_figure_00,long,base
1754308800.0,1754316000.0,-1.1541,long,big_figure_00,long,base
1756360800.0,1756368000.0,-1.252,long,big_figure_00,long,base
1757080800.0,1757084400.0,-1.2235,long,big_figure_00,long,base
1757998800.0,1758002400.0,-1.3212,long,big_figure_00,long,base
1759305600.0,1759320000.0,-1.225,long,big_figure_00,long,base
1760497200.0,1760508000.0,-1.223,long,big_figure_00,long,base
1762182000.0,1762214400.0,2.1026,long,big_figure_00,long,base
1762228800.0,1762232400.0,-1.3396,long,big_figure_00,long,base
1762448400.0,1762498800.0,2.2809,long,big_figure_00,long,base
1763704800.0,1763708400.0,-1.2341,long,big_figure_00,long,base
1764079200.0,1764090000.0,-1.2248,long,big_figure_00,long,base
1764338400.0,1764342000.0,-1.2809,long,big_figure_00,long,base
1765778400.0,1765796400.0,-1.2643,long,big_figure_00,long,base
1766466000.0,1766480400.0,-1.2476,long,big_figure_00,long,base
1767016800.0,1767020400.0,-1.257,long,big_figure_00,long,base
1767081600.0,1767088800.0,-1.2794,long,big_figure_00,long,base
1769522400.0,1769533200.0,-1.1137,long,big_figure_00,long,base
1770717600.0,1770728400.0,-1.1742,long,big_figure_00,long,base
1770789600.0,1770814800.0,-1.1824,long,big_figure_00,long,base
1771293600.0,1771304400.0,-1.29,long,big_figure_00,long,base
1771808400.0,1771848000.0,2.3518,long,big_figure_00,long,base
1772618400.0,1772640000.0,-1.1617,long,big_figure_00,long,base
1774969200.0,1774972800.0,-1.2273,long,big_figure_00,long,base
1775653200.0,1775718000.0,2.3253,long,big_figure_00,long,base
1776142800.0,1776150000.0,-1.3259,long,big_figure_00,long,base
1776157200.0,1776160800.0,-1.3174,long,big_figure_00,long,base
1777348800.0,1777359600.0,2.1252,long,big_figure_00,long,base
1781200800.0,1781204400.0,-1.4423,long,big_figure_00,long,base
1721253600.0,1721257200.0,-1.2421,long,big_figure_00,long,stress
1721894400.0,1721901600.0,-1.1585,long,big_figure_00,long,stress
1722427200.0,1722470400.0,-1.0822,long,big_figure_00,long,stress
1722549600.0,1722553200.0,-1.1778,long,big_figure_00,long,stress
1723071600.0,1723075200.0,-1.1594,long,big_figure_00,long,stress
1723554000.0,1723564800.0,-1.2418,long,big_figure_00,long,stress
1724194800.0,1724198400.0,-1.2714,long,big_figure_00,long,stress
1725469200.0,1725480000.0,-1.2149,long,big_figure_00,long,stress
1725537600.0,1725544800.0,2.2993,long,big_figure_00,long,stress
1725634800.0,1725876000.0,2.3829,long,big_figure_00,long,stress
1726192800.0,1726200000.0,-1.1912,long,big_figure_00,long,stress
1726459200.0,1726466400.0,-1.2753,long,big_figure_00,long,stress
1726801200.0,1726812000.0,-1.2289,long,big_figure_00,long,stress
1728302400.0,1728306000.0,-1.242,long,big_figure_00,long,stress
1729753200.0,1729760400.0,-1.3354,long,big_figure_00,long,stress
1730361600.0,1730397600.0,-1.2265,long,big_figure_00,long,stress
1730962800.0,1730984400.0,-1.2832,long,big_figure_00,long,stress
1731981600.0,1732003200.0,-1.3053,long,big_figure_00,long,stress
1732150800.0,1732168800.0,-1.3073,long,big_figure_00,long,stress
1732492800.0,1732496400.0,-1.2639,long,big_figure_00,long,stress
1732626000.0,1732647600.0,-1.2251,long,big_figure_00,long,stress
1732719600.0,1732723200.0,-1.2022,long,big_figure_00,long,stress
1734008400.0,1734048000.0,2.2415,long,big_figure_00,long,stress
1735570800.0,1735581600.0,-1.3907,long,big_figure_00,long,stress
1735632000.0,1735639200.0,2.1467,long,big_figure_00,long,stress
1735923600.0,1736121600.0,2.1437,long,big_figure_00,long,stress
1736395200.0,1736424000.0,-1.4509,long,big_figure_00,long,stress
1736769600.0,1736816400.0,2.2606,long,big_figure_00,long,stress
1737698400.0,1737705600.0,-1.2185,long,big_figure_00,long,stress
1738162800.0,1738195200.0,-1.306,long,big_figure_00,long,stress
1739462400.0,1739473200.0,-1.2615,long,big_figure_00,long,stress
1739548800.0,1739746800.0,-1.2736,long,big_figure_00,long,stress
1740034800.0,1740056400.0,-1.2516,long,big_figure_00,long,stress
1740164400.0,1740394800.0,2.2372,long,big_figure_00,long,stress
1740992400.0,1740999600.0,2.2186,long,big_figure_00,long,stress
1741604400.0,1741608000.0,-1.2447,long,big_figure_00,long,stress
1743382800.0,1743386400.0,-1.2244,long,big_figure_00,long,stress
1743764400.0,1743786000.0,2.3705,long,big_figure_00,long,stress
1744830000.0,1744837200.0,-1.1842,long,big_figure_00,long,stress
1746799200.0,1746997200.0,2.2288,long,big_figure_00,long,stress
1747357200.0,1747404000.0,2.2609,long,big_figure_00,long,stress
1747900800.0,1747929600.0,2.2837,long,big_figure_00,long,stress
1748538000.0,1748566800.0,-1.221,long,big_figure_00,long,stress
1749456000.0,1749470400.0,2.1254,long,big_figure_00,long,stress
1749690000.0,1749708000.0,-1.217,long,big_figure_00,long,stress
1750748400.0,1750752000.0,-1.2809,long,big_figure_00,long,stress
1750755600.0,1750773600.0,-1.2565,long,big_figure_00,long,stress
1753077600.0,1753095600.0,-1.2864,long,big_figure_00,long,stress
1753837200.0,1753844400.0,-1.3927,long,big_figure_00,long,stress
1754056800.0,1754071200.0,-1.1837,long,big_figure_00,long,stress
1754308800.0,1754316000.0,-1.2568,long,big_figure_00,long,stress
1756360800.0,1756368000.0,-1.42,long,big_figure_00,long,stress
1757080800.0,1757084400.0,-1.3725,long,big_figure_00,long,stress
1757998800.0,1758002400.0,-1.5354,long,big_figure_00,long,stress
1759305600.0,1759320000.0,-1.375,long,big_figure_00,long,stress
1760497200.0,1760508000.0,-1.3716,long,big_figure_00,long,stress
1762182000.0,1762214400.0,1.8376,long,big_figure_00,long,stress
1762228800.0,1762232400.0,-1.566,long,big_figure_00,long,stress
1762448400.0,1762498800.0,2.1349,long,big_figure_00,long,stress
1763704800.0,1763708400.0,-1.3901,long,big_figure_00,long,stress
1764079200.0,1764090000.0,-1.3747,long,big_figure_00,long,stress
1764338400.0,1764342000.0,-1.4681,long,big_figure_00,long,stress
1765778400.0,1765796400.0,-1.4404,long,big_figure_00,long,stress
1766466000.0,1766480400.0,-1.4127,long,big_figure_00,long,stress
1767016800.0,1767020400.0,-1.4284,long,big_figure_00,long,stress
1767081600.0,1767088800.0,-1.4657,long,big_figure_00,long,stress
1769522400.0,1769533200.0,-1.1896,long,big_figure_00,long,stress
1770717600.0,1770728400.0,-1.2903,long,big_figure_00,long,stress
1770789600.0,1770814800.0,-1.3039,long,big_figure_00,long,stress
1771293600.0,1771304400.0,-1.4833,long,big_figure_00,long,stress
1771808400.0,1771848000.0,2.2529,long,big_figure_00,long,stress
1772618400.0,1772640000.0,-1.2695,long,big_figure_00,long,stress
1774969200.0,1774972800.0,-1.3788,long,big_figure_00,long,stress
1775653200.0,1775718000.0,2.2089,long,big_figure_00,long,stress
1776142800.0,1776150000.0,-1.5431,long,big_figure_00,long,stress
1776157200.0,1776160800.0,-1.529,long,big_figure_00,long,stress
1777348800.0,1777359600.0,1.8753,long,big_figure_00,long,stress
1781200800.0,1781204400.0,-1.7372,long,big_figure_00,long,stress
1728932400.0,1728972000.0,2.1947,short,legacy_decade,short,base
1740664800.0,1740668400.0,-1.1536,short,legacy_decade,short,base
1742364000.0,1742389200.0,-1.1977,short,legacy_decade,short,base
1743573600.0,1743588000.0,2.2435,short,legacy_decade,short,base
1743606000.0,1743609600.0,-1.1898,short,legacy_decade,short,base
1753956000.0,1753963200.0,-1.1469,short,legacy_decade,short,base
1758841200.0,1759100400.0,2.2659,short,legacy_decade,short,base
1774918800.0,1774962000.0,2.2061,short,legacy_decade,short,base
1775574000.0,1775592000.0,2.1677,short,legacy_decade,short,base
1780423200.0,1780441200.0,-1.8322,short,legacy_decade,short,base
1780502400.0,1780545600.0,2.1535,short,legacy_decade,short,base
1780603200.0,1780657200.0,1.801,short,legacy_decade,short,base
1728932400.0,1728972000.0,1.9912,short,legacy_decade,short,stress
1740664800.0,1740668400.0,-1.256,short,legacy_decade,short,stress
1742364000.0,1742389200.0,-1.3295,short,legacy_decade,short,stress
1743573600.0,1743588000.0,2.0725,short,legacy_decade,short,stress
1743606000.0,1743609600.0,-1.3164,short,legacy_decade,short,stress
1753956000.0,1753963200.0,-1.2449,short,legacy_decade,short,stress
1758841200.0,1759100400.0,2.1098,short,legacy_decade,short,stress
1774918800.0,1774962000.0,2.0102,short,legacy_decade,short,stress
1775574000.0,1775592000.0,1.9462,short,legacy_decade,short,stress
1780423200.0,1780441200.0,-2.387,short,legacy_decade,short,stress
1780502400.0,1780545600.0,1.9224,short,legacy_decade,short,stress
1780603200.0,1780657200.0,1.335,short,legacy_decade,short,stress
1722427200.0,1722470400.0,-1.0493,long,legacy_decade,long,base
1726459200.0,1726466400.0,-1.1652,long,legacy_decade,long,base
1740034800.0,1740056400.0,-1.151,long,legacy_decade,long,base
1740992400.0,1740999600.0,2.3311,long,legacy_decade,long,base
1781200800.0,1781204400.0,-1.4423,long,legacy_decade,long,base
1722427200.0,1722470400.0,-1.0822,long,legacy_decade,long,stress
1726459200.0,1726466400.0,-1.2753,long,legacy_decade,long,stress
1740034800.0,1740056400.0,-1.2516,long,legacy_decade,long,stress
1740992400.0,1740999600.0,2.2186,long,legacy_decade,long,stress
1781200800.0,1781204400.0,-1.7372,long,legacy_decade,long,stress
