pair,entry_day,exit_day,held_days,side,entry_z,exit_z,beta,ar1_phi,gross_bps,cost_bps,pnl_bps,reason
BNBUSDT/WIFUSDT,20131,20147,16,short_spread,1.815672,0.149872,0.05692,0.969697,1628.683311,32.0,1596.683310923883,z_exit
AVAXUSDT/BTCUSDT,20132,20152,20,long_spread,-2.664229,-3.330935,0.914181,0.977953,-509.631641,32.0,-541.631641125387,max_hold
1000PEPEUSDT/ONDOUSDT,20135,20155,20,long_spread,-2.005956,-2.498939,0.871861,0.973353,-626.80548,32.0,-658.8054801914966,max_hold
1000PEPEUSDT/SUIUSDT,20136,20156,20,long_spread,-1.711641,-3.320001,0.599528,0.968975,-2133.464044,32.0,-2165.4640440184453,max_hold
ADAUSDT/SOLUSDT,20136,20156,20,short_spread,1.581379,4.104683,2.083615,0.957002,-1918.824108,32.0,-1950.8241082939855,max_hold
AVAXUSDT/ETHUSDT,20136,20146,10,long_spread,-1.973108,0.194258,1.461691,0.852518,601.477667,32.0,569.4776670169191,z_exit
SOLUSDT/XRPUSDT,20136,20156,20,long_spread,-1.652417,-3.871619,0.221459,0.962207,-2380.729151,32.0,-2412.729150555955,max_hold
AVAXUSDT/DOGEUSDT,20137,20157,20,long_spread,-2.626069,-4.040542,0.370904,0.969567,-1368.541743,32.0,-1400.5417425721466,max_hold
DOGEUSDT/SOLUSDT,20137,20157,20,short_spread,1.914187,4.174962,2.547482,0.908489,-1194.292008,32.0,-1226.292008475311,max_hold
ETHUSDT/ONDOUSDT,20137,20157,20,long_spread,-1.944569,-4.349645,0.375883,0.958876,-1442.708187,32.0,-1474.7081870126465,max_hold
ONDOUSDT/XRPUSDT,20138,20158,20,long_spread,-1.585422,-3.63478,0.473226,0.939963,-1831.66577,32.0,-1863.6657698281274,max_hold
ADAUSDT/ETHUSDT,20141,20161,20,short_spread,1.85073,6.348111,2.715792,0.953168,-2570.010903,32.0,-2602.010903451044,max_hold
BNBUSDT/SOLUSDT,20141,20149,8,short_spread,1.557417,0.190986,0.402343,0.940103,606.999996,32.0,574.9999960894596,z_exit
1000PEPEUSDT/ETHUSDT,20142,20149,7,long_spread,-1.683359,-0.067542,2.330005,0.885579,620.802747,32.0,588.8027474577717,z_exit
AVAXUSDT/SUIUSDT,20142,20162,20,long_spread,-2.018535,-2.773299,0.353083,0.972991,-888.883618,32.0,-920.8836176118183,max_hold
SOLUSDT/SUIUSDT,20142,20162,20,long_spread,-1.607187,-2.48323,0.325255,0.951474,-709.696504,32.0,-741.6965042574598,max_hold
TAOUSDT/WIFUSDT,20142,20147,5,short_spread,1.528399,0.13126,0.337831,0.961206,2022.931817,32.0,1990.9318172421129,z_exit
BNBUSDT/XRPUSDT,20143,20163,20,long_spread,-1.540864,-1.905516,0.115866,0.904584,-187.463578,32.0,-219.46357811970563,max_hold
BTCUSDT/ONDOUSDT,20143,20163,20,short_spread,1.545952,1.54871,0.546291,0.963106,-1.515009,32.0,-33.51500919537015,max_hold
DOGEUSDT/ETHUSDT,20143,20163,20,short_spread,1.83584,4.720756,3.068943,0.938134,-1611.180795,32.0,-1643.1807946028302,max_hold
ETHUSDT/XRPUSDT,20143,20163,20,long_spread,-2.29235,-4.90336,0.161021,0.968458,-2480.608816,32.0,-2512.608815758713,max_hold
ETHUSDT/SUIUSDT,20144,20164,20,long_spread,-2.031205,-4.270829,0.254373,0.948695,-1626.810352,32.0,-1658.8103520187872,max_hold
ADAUSDT/XRPUSDT,20145,20151,6,long_spread,-1.770864,0.015855,0.615548,0.979505,1893.663368,32.0,1861.663367935238,z_exit
BTCUSDT/XRPUSDT,20145,20165,20,long_spread,-1.551841,-1.903253,0.271755,0.963164,-227.449553,32.0,-259.4495532445627,max_hold
1000PEPEUSDT/ADAUSDT,20146,20166,20,long_spread,-2.043248,-2.909227,0.680674,0.976899,-1156.481476,32.0,-1188.481476092747,max_hold
BNBUSDT/BTCUSDT,20147,20164,17,long_spread,-1.524121,-0.006794,0.411843,0.895859,519.192893,32.0,487.19289288965444,z_exit
BNBUSDT/SUIUSDT,20147,20163,16,long_spread,-1.723751,-0.06627,0.182104,0.840266,570.025893,32.0,538.0258934153107,z_exit
AVAXUSDT/BNBUSDT,20148,20168,20,long_spread,-2.002749,-3.480518,2.02001,0.954564,-727.959603,32.0,-759.9596028325136,max_hold
BTCUSDT/SOLUSDT,20148,20168,20,short_spread,2.482523,3.200976,0.89402,0.977441,-404.447988,32.0,-436.44798755873904,max_hold
ADAUSDT/BNBUSDT,20149,20169,20,short_spread,2.790779,0.521872,4.27308,0.908419,954.421337,32.0,922.4213369340263,max_hold
ADAUSDT/BTCUSDT,20149,20169,20,short_spread,2.14766,0.570312,2.156084,0.947867,721.161617,32.0,689.1616169193841,max_hold
ADAUSDT/DOGEUSDT,20149,20169,20,short_spread,3.632111,2.473802,0.856601,0.964978,940.778471,32.0,908.7784712742565,max_hold
ADAUSDT/ONDOUSDT,20149,20169,20,short_spread,2.346874,2.170947,1.233381,0.950395,138.278746,32.0,106.2787464160476,max_hold
ADAUSDT/SUIUSDT,20149,20169,20,short_spread,2.273157,1.417347,0.88383,0.956629,934.141914,32.0,902.1419143817131,max_hold
BTCUSDT/DOGEUSDT,20149,20169,20,short_spread,1.755391,2.049013,0.380602,0.975484,-134.600968,32.0,-166.6009684192244,max_hold
1000PEPEUSDT/DOGEUSDT,20150,20170,20,long_spread,-2.349167,-1.807651,0.649643,0.978108,663.68407,32.0,631.6840696555772,max_hold
BNBUSDT/ONDOUSDT,20150,20170,20,long_spread,-1.640722,0.914264,0.242313,0.873916,929.652927,32.0,897.6529265331797,max_hold
SUIUSDT/XRPUSDT,20150,20170,20,long_spread,-1.53105,-2.085549,0.545036,0.954331,-936.15749,32.0,-968.157489973023,max_hold
1000PEPEUSDT/BNBUSDT,20151,20171,20,long_spread,-1.504534,-2.149948,3.298898,0.945202,-353.212455,32.0,-385.21245455857746,max_hold
BNBUSDT/ETHUSDT,20151,20171,20,short_spread,1.562889,3.81268,0.502779,0.901874,-720.422169,32.0,-752.4221685196596,max_hold
BTCUSDT/SUIUSDT,20152,20172,20,short_spread,1.644241,1.543071,0.421273,0.938778,49.620335,32.0,17.620334646112532,max_hold
ONDOUSDT/SOLUSDT,20152,20172,20,short_spread,1.514443,0.7846,1.258729,0.978823,785.241713,32.0,753.2417130017737,max_hold
BNBUSDT/DOGEUSDT,20156,20163,7,long_spread,-1.69867,0.036555,0.150374,0.875772,716.088833,32.0,684.0888327085611,z_exit
TAOUSDT/WIFUSDT,20156,20176,20,long_spread,-1.6807,-2.019754,0.310349,0.893545,-349.359907,32.0,-381.35990728892364,max_hold
1000PEPEUSDT/ETHUSDT,20157,20177,20,short_spread,1.542577,3.649555,2.226084,0.870854,-824.911445,32.0,-856.9114447167631,max_hold
BNBUSDT/WIFUSDT,20157,20162,5,long_spread,-1.765521,-0.029142,0.014096,0.945832,1499.219611,32.0,1467.2196108308167,z_exit
ETHUSDT/WIFUSDT,20157,20177,20,long_spread,-1.697454,-1.923622,0.13845,0.975859,-297.214113,32.0,-329.21411309123187,max_hold
SOLUSDT/WIFUSDT,20157,20177,20,long_spread,-1.614561,-1.343543,0.103757,0.969716,463.566753,32.0,431.5667531543413,max_hold
DOGEUSDT/SOLUSDT,20158,20178,20,short_spread,2.051774,2.164373,2.162637,0.956706,-84.453068,32.0,-116.45306792344846,max_hold
1000PEPEUSDT/SUIUSDT,20159,20179,20,long_spread,-1.553541,-1.303658,0.764891,0.977413,368.934344,32.0,336.9343442187523,max_hold
AVAXUSDT/ETHUSDT,20159,20179,20,short_spread,1.563925,2.260358,1.447671,0.862413,-199.895876,32.0,-231.89587583017243,max_hold
ETHUSDT/SOLUSDT,20159,20179,20,long_spread,-1.538837,-1.563098,0.744252,0.953193,-12.516354,32.0,-44.516353601060594,max_hold
ONDOUSDT/XRPUSDT,20159,20179,20,long_spread,-2.391982,-2.66842,0.413309,0.967819,-314.809725,32.0,-346.80972481034144,max_hold
SOLUSDT/XRPUSDT,20162,20182,20,long_spread,-2.100172,-2.578871,0.131444,0.976991,-758.767921,32.0,-790.7679211249493,max_hold
SOLUSDT/SUIUSDT,20163,20183,20,long_spread,-1.964418,-2.293034,0.406848,0.965985,-313.358139,32.0,-345.3581388470024,max_hold
BNBUSDT/SOLUSDT,20164,20184,20,short_spread,1.792401,0.59994,0.300619,0.930844,549.667949,32.0,517.6679490185863,max_hold
ETHUSDT/SUIUSDT,20166,20186,20,long_spread,-2.079141,-3.967869,0.401461,0.978743,-1667.133505,32.0,-1699.1335054432557,max_hold
1000PEPEUSDT/AVAXUSDT,20167,20187,20,short_spread,1.534748,0.9896,1.392162,0.840989,282.720836,32.0,250.72083607376942,max_hold
BTCUSDT/XRPUSDT,20167,20187,20,long_spread,-1.70066,-1.448135,0.225431,0.961324,160.069252,32.0,128.0692523445387,max_hold
BNBUSDT/SUIUSDT,20168,20173,5,short_spread,1.514797,0.11084,0.209639,0.832958,484.764705,32.0,452.7647049427188,z_exit
AVAXUSDT/BNBUSDT,20169,20189,20,long_spread,-2.288496,-1.446989,2.54637,0.971034,439.437,32.0,407.4369999262645,max_hold
ADAUSDT/DOGEUSDT,20170,20190,20,short_spread,1.540513,1.288767,0.826257,0.972228,277.891113,32.0,245.89111339607604,max_hold
ADAUSDT/SUIUSDT,20170,20190,20,short_spread,1.680119,1.187122,1.091718,0.957349,478.971392,32.0,446.97139214233664,max_hold
SUIUSDT/XRPUSDT,20171,20191,20,long_spread,-1.852771,-1.929404,0.371447,0.979224,-126.220319,32.0,-158.22031879090804,max_hold
1000PEPEUSDT/BNBUSDT,20172,20192,20,long_spread,-1.537075,-0.84112,3.687374,0.955119,402.783266,32.0,370.78326591221406,max_hold
BNBUSDT/ETHUSDT,20172,20192,20,short_spread,1.822005,1.878634,0.324288,0.923576,-22.57007,32.0,-54.57006978186628,max_hold
DOGEUSDT/ETHUSDT,20175,20195,20,short_spread,1.504463,2.152576,1.730833,0.974761,-613.121774,32.0,-645.1217735666321,max_hold
TAOUSDT/WIFUSDT,20177,20196,19,long_spread,-1.793945,0.085134,0.371598,0.917171,1607.666684,32.0,1575.6666839986735,z_exit
1000PEPEUSDT/ETHUSDT,20178,20198,20,short_spread,1.891825,3.986605,1.861934,0.922353,-1056.328693,32.0,-1088.328692727704,max_hold
AVAXUSDT/DOGEUSDT,20180,20200,20,long_spread,-1.51116,-0.665117,0.551119,0.974849,1025.505904,32.0,993.5059038819197,max_hold
AVAXUSDT/SUIUSDT,20180,20200,20,long_spread,-1.523518,-0.997558,0.692213,0.977988,627.513915,32.0,595.5139152886467,max_hold
ONDOUSDT/XRPUSDT,20180,20200,20,long_spread,-1.913294,-1.326012,0.358032,0.978756,897.655538,32.0,865.6555384852638,max_hold
ADAUSDT/XRPUSDT,20184,20204,20,long_spread,-1.614027,-0.875973,0.534018,0.965291,904.863786,32.0,872.8637862365489,max_hold
AVAXUSDT/ETHUSDT,20184,20204,20,short_spread,1.806831,3.669978,1.330828,0.893383,-626.48758,32.0,-658.4875801270485,max_hold
BNBUSDT/BTCUSDT,20184,20204,20,long_spread,-1.717707,-1.483676,0.410291,0.903928,87.096741,32.0,55.09674057052405,max_hold
BNBUSDT/XRPUSDT,20184,20204,20,long_spread,-2.284595,-1.052983,0.071394,0.922511,746.722705,32.0,714.722705458929,max_hold
ETHUSDT/WIFUSDT,20184,20204,20,long_spread,-1.679478,-1.752896,0.228832,0.972007,-87.737364,32.0,-119.73736449462555,max_hold
SOLUSDT/SUIUSDT,20184,20204,20,long_spread,-1.879989,-1.674516,0.513714,0.977691,210.972994,32.0,178.9729941460811,max_hold
SOLUSDT/WIFUSDT,20184,20195,11,long_spread,-1.536655,-0.232818,0.200294,0.959579,1817.959655,32.0,1785.9596554104935,z_exit
BTCUSDT/XRPUSDT,20188,20200,12,long_spread,-1.731342,0.079732,0.182203,0.953859,1172.960582,32.0,1140.960582298197,z_exit
ETHUSDT/SOLUSDT,20188,20208,20,long_spread,-1.641258,-2.565425,0.938748,0.938886,-454.573449,32.0,-486.5734489160992,max_hold
ETHUSDT/TAOUSDT,20188,20208,20,long_spread,-1.87639,-2.71076,0.627036,0.944894,-638.792603,32.0,-670.792602948833,max_hold
ETHUSDT/SUIUSDT,20193,20213,20,long_spread,-1.809724,-3.049376,0.660409,0.979305,-1144.729497,32.0,-1176.7294966826103,max_hold
1000PEPEUSDT/ETHUSDT,20199,20219,20,short_spread,2.064272,1.29286,1.516023,0.960658,555.447543,32.0,523.4475433991379,max_hold
BTCUSDT/SUIUSDT,20199,20203,4,short_spread,1.536675,0.215009,0.320428,0.910635,551.104784,32.0,519.1047837373736,z_exit
ADAUSDT/BTCUSDT,20200,20220,20,long_spread,-1.502758,-1.953779,2.579147,0.917098,-171.461318,32.0,-203.4613178522892,max_hold
BTCUSDT/DOGEUSDT,20200,20220,20,short_spread,1.910701,2.42719,0.242319,0.954679,-266.454174,32.0,-298.45417394216474,max_hold
BTCUSDT/ETHUSDT,20200,20220,20,short_spread,1.619292,1.709305,0.249236,0.949592,-62.362266,32.0,-94.36226625146293,max_hold
BTCUSDT/ONDOUSDT,20200,20220,20,short_spread,1.811747,2.902985,0.329208,0.911413,-424.535885,32.0,-456.53588457237163,max_hold
DOGEUSDT/SUIUSDT,20201,20221,20,long_spread,-1.955498,-2.280431,1.105571,0.950419,-236.930018,32.0,-268.930018100385,max_hold
1000PEPEUSDT/SUIUSDT,20202,20222,20,long_spread,-1.584529,-0.505691,1.271192,0.954262,1151.482991,32.0,1119.4829905488768,max_hold
AVAXUSDT/SUIUSDT,20202,20222,20,long_spread,-1.663113,-1.871585,0.93327,0.958016,-198.447058,32.0,-230.44705793405282,max_hold
BNBUSDT/SUIUSDT,20202,20217,15,long_spread,-1.851083,-0.198725,0.229356,0.82773,525.611569,32.0,493.61156946844665,z_exit
TAOUSDT/WIFUSDT,20202,20222,20,short_spread,1.544268,1.259714,0.387575,0.92401,257.512653,32.0,225.5126528319305,max_hold
AVAXUSDT/ETHUSDT,20205,20225,20,short_spread,1.508926,-1.615914,1.123627,0.952204,1612.38698,32.0,1580.3869800092564,max_hold
ONDOUSDT/SUIUSDT,20205,20225,20,long_spread,-1.750583,-2.36613,0.853914,0.949287,-476.372147,32.0,-508.3721469158662,max_hold
SOLUSDT/SUIUSDT,20205,20225,20,long_spread,-1.667278,-1.205093,0.65765,0.967795,430.984519,32.0,398.98451860957385,max_hold
AVAXUSDT/TAOUSDT,20206,20226,20,long_spread,-1.744591,-2.140172,0.935058,0.938674,-288.545738,32.0,-320.5457382385885,max_hold
DOGEUSDT/TAOUSDT,20206,20226,20,long_spread,-1.773666,-0.976214,0.93612,0.943818,794.883122,32.0,762.8831218277677,max_hold
BNBUSDT/BTCUSDT,20207,20227,20,long_spread,-1.549463,-1.400796,0.621442,0.906597,47.157207,32.0,15.15720746904718,max_hold
AVAXUSDT/BTCUSDT,20208,20228,20,long_spread,-1.54057,-2.460239,2.430743,0.975636,-667.780578,32.0,-699.7805782889499,max_hold
ETHUSDT/WIFUSDT,20208,20216,8,long_spread,-1.526341,-0.207683,0.32454,0.967184,1349.819504,32.0,1317.8195041069341,z_exit
ETHUSDT/SOLUSDT,20209,20218,9,long_spread,-1.582005,-0.209525,1.065794,0.956507,791.469217,32.0,759.4692172083674,z_exit
ETHUSDT/TAOUSDT,20209,20229,20,long_spread,-2.427075,-1.251978,0.801911,0.968795,801.888046,32.0,769.8880456521148,max_hold
BTCUSDT/SOLUSDT,20210,20230,20,short_spread,1.616223,3.082679,0.262416,0.90637,-724.216004,32.0,-756.2160042250229,max_hold
1000PEPEUSDT/BTCUSDT,20211,20231,20,long_spread,-1.529761,-1.131463,3.444759,0.973128,304.082386,32.0,272.0823861400652,max_hold
1000PEPEUSDT/TAOUSDT,20213,20221,8,long_spread,-1.845529,-0.165581,1.243098,0.914524,1512.589432,32.0,1480.5894317579614,z_exit
ETHUSDT/SUIUSDT,20214,20234,20,long_spread,-2.347956,-0.476192,0.907549,0.965408,1602.718568,32.0,1570.7185677316868,max_hold
1000PEPEUSDT/AVAXUSDT,20216,20236,20,short_spread,2.301571,3.656981,1.284463,0.819933,-648.886068,32.0,-680.8860675979416,max_hold
1000PEPEUSDT/DOGEUSDT,20216,20236,20,short_spread,1.866451,2.578386,1.20525,0.932708,-446.535452,32.0,-478.53545200192775,max_hold
BTCUSDT/TAOUSDT,20216,20236,20,short_spread,1.694645,2.404559,0.174821,0.864554,-322.948888,32.0,-354.948888186491,max_hold
BTCUSDT/WIFUSDT,20216,20236,20,short_spread,2.060359,2.291599,0.057511,0.891273,-139.503002,32.0,-171.50300160990255,max_hold
SUIUSDT/WIFUSDT,20216,20234,18,short_spread,1.748272,0.220189,0.259534,0.94826,2156.072503,32.0,2124.0725030132553,z_exit
1000PEPEUSDT/WIFUSDT,20217,20237,20,short_spread,1.845341,0.935657,0.564912,0.877397,707.917323,32.0,675.9173225096008,max_hold
AVAXUSDT/BNBUSDT,20217,20237,20,long_spread,-1.89573,-2.387187,3.797296,0.900978,-190.85693,32.0,-222.85692985538637,max_hold
BNBUSDT/DOGEUSDT,20217,20237,20,short_spread,1.725347,1.823355,0.168494,0.875781,-39.090332,32.0,-71.09033166761483,max_hold
BNBUSDT/ONDOUSDT,20217,20237,20,short_spread,1.519425,2.381641,0.236006,0.869364,-312.689809,32.0,-344.68980890748395,max_hold
BTCUSDT/SUIUSDT,20217,20237,20,short_spread,1.504774,2.862828,0.246619,0.838781,-425.514719,32.0,-457.5147185176456,max_hold
DOGEUSDT/SOLUSDT,20217,20237,20,long_spread,-1.772543,-0.958235,1.368389,0.914029,400.785823,32.0,368.78582263685394,max_hold
BTCUSDT/XRPUSDT,20218,20238,20,short_spread,1.501537,1.575254,0.090356,0.951922,-49.082607,32.0,-81.08260745333175,max_hold
AVAXUSDT/WIFUSDT,20220,20240,20,long_spread,-1.618671,-2.134232,0.426815,0.883638,-397.80631,32.0,-429.8063100708232,max_hold
BTCUSDT/DOGEUSDT,20221,20241,20,short_spread,2.297206,3.261195,0.160442,0.927284,-435.315161,32.0,-467.3151605739148,max_hold
BTCUSDT/ETHUSDT,20221,20241,20,short_spread,1.986006,2.411919,0.195763,0.92703,-184.659685,32.0,-216.65968547345688,max_hold
BTCUSDT/ONDOUSDT,20221,20241,20,short_spread,2.631437,3.945814,0.231614,0.942821,-521.762825,32.0,-553.7628246159182,max_hold
ADAUSDT/BTCUSDT,20222,20242,20,long_spread,-1.519059,-2.871094,1.784469,0.945478,-674.042277,32.0,-706.0422768469048,max_hold
AVAXUSDT/SUIUSDT,20223,20243,20,long_spread,-1.726382,-1.469698,1.05427,0.973085,240.483839,32.0,208.4838387850848,max_hold
DOGEUSDT/ETHUSDT,20223,20243,20,long_spread,-1.740946,-4.012309,1.174528,0.919994,-829.784237,32.0,-861.784237074807,max_hold
DOGEUSDT/SUIUSDT,20223,20243,20,long_spread,-1.556337,-1.262781,1.084717,0.975824,282.515144,32.0,250.51514416774506,max_hold
ONDOUSDT/TAOUSDT,20223,20243,20,long_spread,-1.530309,-1.936011,0.640396,0.953978,-397.158102,32.0,-429.15810208029535,max_hold
ONDOUSDT/SUIUSDT,20226,20246,20,long_spread,-1.924558,-1.841424,0.769057,0.966101,72.907165,32.0,40.90716502269396,max_hold
1000PEPEUSDT/ONDOUSDT,20227,20247,20,short_spread,1.54162,1.618932,1.371128,0.951901,-85.321836,32.0,-117.32183610943378,max_hold
AVAXUSDT/ETHUSDT,20227,20247,20,long_spread,-1.821587,-2.23693,1.106082,0.954209,-222.869333,32.0,-254.8693332344755,max_hold
AVAXUSDT/TAOUSDT,20227,20247,20,long_spread,-1.988454,-1.905261,0.978622,0.961163,63.315269,32.0,31.31526884111684,max_hold
1000PEPEUSDT/ADAUSDT,20231,20251,20,short_spread,1.635541,1.890295,1.946793,0.894222,-186.484674,32.0,-218.48467366677843,max_hold
ADAUSDT/WIFUSDT,20231,20251,20,long_spread,-1.575708,-2.347619,0.251054,0.773976,-515.662007,32.0,-547.6620066162349,max_hold
BTCUSDT/SOLUSDT,20231,20251,20,short_spread,2.76813,3.246063,0.286427,0.961286,-175.144583,32.0,-207.14458284131075,max_hold
DOGEUSDT/WIFUSDT,20231,20251,20,long_spread,-1.591051,-2.581922,0.466891,0.952687,-757.225252,32.0,-789.2252519760417,max_hold
ONDOUSDT/WIFUSDT,20231,20251,20,long_spread,-1.59984,-2.045265,0.303753,0.92832,-517.845304,32.0,-549.8453041988469,max_hold
ADAUSDT/BNBUSDT,20232,20252,20,long_spread,-1.530667,-2.533607,2.068636,0.858972,-365.181589,32.0,-397.18158933410893,max_hold
ONDOUSDT/SOLUSDT,20232,20252,20,long_spread,-1.507984,-1.541747,0.946332,0.928782,-23.763231,32.0,-55.763231141455954,max_hold
ETHUSDT/ONDOUSDT,20234,20254,20,short_spread,1.61338,2.985798,1.00648,0.914925,-824.114598,32.0,-856.1145976849431,max_hold
DOGEUSDT/TAOUSDT,20235,20255,20,long_spread,-1.569527,-2.056983,0.957245,0.972399,-402.77535,32.0,-434.7753499903211,max_hold
1000PEPEUSDT/AVAXUSDT,20237,20257,20,short_spread,2.776852,2.654169,1.208172,0.954352,78.354355,32.0,46.35435529299092,max_hold
ADAUSDT/ETHUSDT,20237,20257,20,long_spread,-1.61507,-3.397739,0.595457,0.837895,-963.870228,32.0,-995.8702277655632,max_hold
BTCUSDT/TAOUSDT,20237,20257,20,short_spread,1.743462,2.232655,0.227767,0.932584,-203.355897,32.0,-235.355897002878,max_hold
BTCUSDT/WIFUSDT,20237,20257,20,short_spread,1.564964,1.853329,0.087392,0.945903,-169.92835,32.0,-201.9283497904359,max_hold
AVAXUSDT/BNBUSDT,20238,20258,20,long_spread,-1.99479,-2.405243,3.695463,0.884813,-146.967144,32.0,-178.9671440539166,max_hold
BNBUSDT/DOGEUSDT,20238,20258,20,short_spread,1.705516,1.937617,0.202402,0.819947,-73.694612,32.0,-105.69461206215516,max_hold
BNBUSDT/ONDOUSDT,20238,20258,20,short_spread,1.788477,1.739575,0.222892,0.908877,20.024579,32.0,-11.975420936003214,max_hold
BTCUSDT/SUIUSDT,20238,20258,20,short_spread,2.28517,3.074842,0.265389,0.936579,-298.74122,32.0,-330.7412202801696,max_hold
ADAUSDT/TAOUSDT,20239,20259,20,long_spread,-2.012559,-2.504284,0.495546,0.896513,-379.730172,32.0,-411.73017191370235,max_hold
SOLUSDT/TAOUSDT,20239,20259,20,long_spread,-1.503021,-1.157223,0.646362,0.946562,243.514815,32.0,211.51481517778885,max_hold
AVAXUSDT/WIFUSDT,20241,20261,20,long_spread,-2.573521,-3.510561,0.482871,0.945256,-624.382436,32.0,-656.3824355292338,max_hold
BTCUSDT/DOGEUSDT,20242,20262,20,short_spread,2.17211,2.597959,0.176674,0.97297,-244.004673,32.0,-276.004673391973,max_hold
BTCUSDT/ETHUSDT,20242,20262,20,short_spread,1.571234,1.811626,0.217286,0.962701,-126.582506,32.0,-158.58250639318413,max_hold
ADAUSDT/BTCUSDT,20243,20263,20,long_spread,-1.964583,-2.893789,1.134943,0.941118,-653.482408,32.0,-685.4824077090079,max_hold
ADAUSDT/SUIUSDT,20244,20264,20,long_spread,-1.587974,-2.168221,0.520688,0.87866,-413.271343,32.0,-445.2713430305894,max_hold
DOGEUSDT/ETHUSDT,20244,20264,20,long_spread,-3.529648,-4.014735,1.111751,0.970131,-190.400616,32.0,-222.4006164042944,max_hold
ONDOUSDT/TAOUSDT,20244,20264,20,long_spread,-1.952691,-1.714492,0.706401,0.977471,228.172096,32.0,196.17209594364536,max_hold
BTCUSDT/ONDOUSDT,20245,20265,20,short_spread,2.000694,2.552367,0.177833,0.978684,-355.86469,32.0,-387.8646897402961,max_hold
DOGEUSDT/SUIUSDT,20245,20265,20,long_spread,-1.552975,-0.937213,1.006126,0.951959,475.730678,32.0,443.73067814844694,max_hold
ONDOUSDT/SUIUSDT,20247,20267,20,long_spread,-1.509091,-1.430229,0.727492,0.966855,75.9028,32.0,43.90279958546962,max_hold
AVAXUSDT/ETHUSDT,20248,20268,20,long_spread,-1.891197,-2.593131,1.019461,0.975166,-433.490173,32.0,-465.4901726931982,max_hold
AVAXUSDT/TAOUSDT,20248,20268,20,long_spread,-1.575314,-1.495509,0.884996,0.977463,75.119529,32.0,43.1195291743291,max_hold
1000PEPEUSDT/ADAUSDT,20252,20272,20,short_spread,1.505737,1.574409,1.711334,0.944935,-60.473895,32.0,-92.47389514311976,max_hold
ADAUSDT/WIFUSDT,20252,20272,20,long_spread,-2.066284,-2.991636,0.247925,0.846796,-713.246307,32.0,-745.2463071254309,max_hold
DOGEUSDT/WIFUSDT,20252,20272,20,long_spread,-1.881243,-2.514125,0.480607,0.977863,-578.434809,32.0,-610.434809439568,max_hold
ONDOUSDT/WIFUSDT,20252,20272,20,long_spread,-1.975376,-2.158775,0.350543,0.966004,-207.66897,32.0,-239.66897022567875,max_hold
ADAUSDT/BNBUSDT,20253,20273,20,long_spread,-2.070623,-3.03243,1.707289,0.899149,-398.681392,32.0,-430.6813924669176,max_hold
ADAUSDT/SOLUSDT,20254,20274,20,long_spread,-1.569209,-2.322617,0.626411,0.893073,-451.581905,32.0,-483.581905389639,max_hold
ONDOUSDT/SOLUSDT,20254,20274,20,long_spread,-1.736662,-1.562716,0.962657,0.944738,110.616191,32.0,78.61619110157822,max_hold
SUIUSDT/TAOUSDT,20257,20272,15,long_spread,-1.521833,-0.187843,0.940586,0.903858,680.594901,32.0,648.594901156635,z_exit
ADAUSDT/ETHUSDT,20258,20278,20,long_spread,-2.556794,-2.703994,0.516105,0.898754,-98.960564,32.0,-130.960563960468,max_hold
BTCUSDT/TAOUSDT,20258,20278,20,short_spread,1.92194,3.128247,0.296087,0.955191,-492.935565,32.0,-524.9355650168288,max_hold
ADAUSDT/DOGEUSDT,20259,20279,20,long_spread,-1.602689,-0.694176,0.514248,0.801693,435.449775,32.0,403.44977529036436,max_hold
ADAUSDT/XRPUSDT,20259,20279,20,long_spread,-1.555231,-1.819634,1.027214,0.946313,-140.428276,32.0,-172.42827601655705,max_hold
AVAXUSDT/BNBUSDT,20259,20279,20,long_spread,-2.132975,-2.268733,2.965962,0.951566,-56.441421,32.0,-88.4414206407346,max_hold
BNBUSDT/DOGEUSDT,20259,20279,20,short_spread,1.53136,2.278726,0.189486,0.90403,-269.734726,32.0,-301.73472615574013,max_hold
BTCUSDT/SUIUSDT,20259,20279,20,short_spread,2.042883,2.844574,0.262539,0.971245,-399.857724,32.0,-431.8577242529317,max_hold
ADAUSDT/TAOUSDT,20260,20280,20,long_spread,-2.067524,-0.865073,0.401712,0.925952,1105.37288,32.0,1073.372879745323,max_hold
SUIUSDT/WIFUSDT,20260,20280,20,long_spread,-1.627406,-0.421407,0.474647,0.91509,852.799727,32.0,820.7997266404545,max_hold
ADAUSDT/AVAXUSDT,20261,20280,19,long_spread,-1.647464,0.22656,0.560879,0.823093,926.435809,32.0,894.4358086337529,z_exit
1000PEPEUSDT/WIFUSDT,20263,20281,18,long_spread,-1.533926,0.212515,0.68398,0.851861,781.933053,32.0,749.9330525387134,z_exit
1000PEPEUSDT/BTCUSDT,20264,20284,20,long_spread,-1.69151,-1.398185,2.557329,0.968472,195.036635,32.0,163.03663453290284,max_hold
ADAUSDT/BTCUSDT,20264,20284,20,long_spread,-2.172974,-0.763096,0.537338,0.950248,1468.945249,32.0,1436.94524851325,max_hold
BTCUSDT/ETHUSDT,20264,20284,20,short_spread,1.661928,2.019952,0.260671,0.972253,-199.145722,32.0,-231.1457223779435,max_hold
BTCUSDT/WIFUSDT,20264,20284,20,short_spread,1.717048,2.488982,0.136389,0.953113,-456.720725,32.0,-488.72072528024194,max_hold
