pair,entry_day,exit_day,held_days,side,entry_z,exit_z,beta,ar1_phi,gross_bps,cost_bps,pnl_bps,reason
ADAUSDT/HYPEUSDT,20480,20500,20,long_spread,-2.01125,-3.856714,1.197039,0.941584,-1136.500343,32.0,-1168.5003431830498,max_hold
AVAXUSDT/HYPEUSDT,20480,20500,20,long_spread,-1.694832,-3.654926,1.096955,0.950919,-1359.74794,32.0,-1391.7479395488156,max_hold
DOGEUSDT/HYPEUSDT,20480,20500,20,long_spread,-2.210519,-4.733692,0.880385,0.923175,-1247.919071,32.0,-1279.9190714363865,max_hold
DOTUSDT/HYPEUSDT,20480,20500,20,long_spread,-2.298808,-5.25407,1.065317,0.911344,-1572.173676,32.0,-1604.1736762107932,max_hold
HYPEUSDT/LTCUSDT,20480,20500,20,short_spread,2.269257,5.305158,1.370871,0.903451,-1439.648064,32.0,-1471.648064460985,max_hold
HYPEUSDT/ONDOUSDT,20480,20500,20,short_spread,2.753522,4.361927,0.659665,0.912212,-884.891887,32.0,-916.8918868082244,max_hold
BTCUSDT/HYPEUSDT,20481,20501,20,long_spread,-1.95448,-5.65785,0.37994,0.957927,-1601.961704,32.0,-1633.961703631988,max_hold
ETHUSDT/HYPEUSDT,20481,20501,20,long_spread,-1.768917,-5.515098,0.545043,0.953303,-2127.43494,32.0,-2159.4349402508956,max_hold
1000PEPEUSDT/WIFUSDT,20482,20502,20,short_spread,1.633273,3.1666,0.891584,0.970004,-771.76454,32.0,-803.7645399523043,max_hold
ATOMUSDT/DOTUSDT,20482,20502,20,short_spread,1.582091,7.121265,0.969496,0.952939,-1871.172697,32.0,-1903.1726965385947,max_hold
1000PEPEUSDT/ETHUSDT,20483,20503,20,short_spread,1.509421,5.846106,2.001473,0.900678,-1881.850556,32.0,-1913.8505555131692,max_hold
1000PEPEUSDT/LINKUSDT,20483,20503,20,short_spread,1.51988,3.122388,1.313948,0.93138,-903.378853,32.0,-935.37885303957,max_hold
ADAUSDT/ATOMUSDT,20483,20503,20,long_spread,-1.778177,-4.825336,1.117414,0.941679,-1195.025555,32.0,-1227.0255550261957,max_hold
ATOMUSDT/XLMUSDT,20483,20503,20,short_spread,1.58201,5.411626,1.178763,0.936269,-1390.942124,32.0,-1422.9421235303068,max_hold
1000PEPEUSDT/BTCUSDT,20484,20504,20,short_spread,1.701786,4.786559,2.834459,0.959556,-1149.524721,32.0,-1181.5247213860182,max_hold
1000PEPEUSDT/DOGEUSDT,20484,20504,20,short_spread,1.565649,2.152402,1.316721,0.979989,-342.510171,32.0,-374.510171057059,max_hold
ATOMUSDT/ETHUSDT,20484,20504,20,short_spread,1.843122,7.024018,1.665457,0.904626,-2043.552378,32.0,-2075.552378418768,max_hold
ATOMUSDT/HYPEUSDT,20484,20504,20,long_spread,-1.947697,-0.621267,0.99591,0.949567,1004.175281,32.0,972.175281477398,max_hold
BTCUSDT/SUIUSDT,20484,20504,20,long_spread,-1.65811,-4.516816,0.30432,0.935593,-680.237688,32.0,-712.2376877757338,max_hold
ETHUSDT/LINKUSDT,20484,20504,20,long_spread,-1.569711,-5.846295,0.643199,0.867154,-902.57994,32.0,-934.5799396672907,max_hold
ETHUSDT/SUIUSDT,20484,20504,20,long_spread,-2.07575,-5.401486,0.444191,0.821286,-936.552239,32.0,-968.5522392237474,max_hold
ETHUSDT/WIFUSDT,20484,20504,20,long_spread,-1.575652,-4.500745,0.407406,0.890216,-1213.02477,32.0,-1245.0247699857578,max_hold
HYPEUSDT/TAOUSDT,20484,20504,20,short_spread,1.757384,2.172261,1.025303,0.964317,-365.642559,32.0,-397.64255914869835,max_hold
LTCUSDT/ONDOUSDT,20484,20504,20,long_spread,-2.317906,-3.248503,0.454397,0.847431,-290.67369,32.0,-322.67368957431853,max_hold
TAOUSDT/WIFUSDT,20484,20504,20,long_spread,-1.586235,-1.958335,0.305338,0.967865,-432.095611,32.0,-464.09561116626384,max_hold
ADAUSDT/ETHUSDT,20485,20505,20,short_spread,2.585959,5.513196,1.974552,0.876632,-862.649764,32.0,-894.6497640688538,max_hold
ATOMUSDT/LTCUSDT,20485,20505,20,short_spread,2.254494,4.80359,1.542961,0.960969,-1135.272132,32.0,-1167.272132402682,max_hold
BNBUSDT/HYPEUSDT,20485,20505,20,long_spread,-1.673275,-3.41377,0.144163,0.961262,-1645.444291,32.0,-1677.4442910686116,max_hold
BNBUSDT/WIFUSDT,20485,20505,20,long_spread,-1.525333,-3.179713,0.043445,0.959605,-1799.982925,32.0,-1831.9829246630993,max_hold
BTCUSDT/WIFUSDT,20485,20505,20,long_spread,-1.5268,-3.61535,0.277733,0.960369,-751.661707,32.0,-783.6617070900141,max_hold
DOGEUSDT/ETHUSDT,20485,20505,20,short_spread,1.735765,3.6221,1.429972,0.935769,-586.716402,32.0,-618.7164022590039,max_hold
ETHUSDT/SOLUSDT,20485,20505,20,long_spread,-1.984251,-2.274449,0.751217,0.941347,-77.588276,32.0,-109.58827640669638,max_hold
ETHUSDT/XLMUSDT,20485,20505,20,long_spread,-2.223658,-3.777363,0.656977,0.889705,-515.554513,32.0,-547.5545125760767,max_hold
ETHUSDT/XRPUSDT,20485,20505,20,long_spread,-1.596378,-2.370739,0.899672,0.903812,-234.231164,32.0,-266.2311640241395,max_hold
LTCUSDT/SUIUSDT,20485,20505,20,long_spread,-2.197807,-2.137909,0.453961,0.943352,27.655983,32.0,-4.3440170616852605,max_hold
TAOUSDT/XLMUSDT,20485,20505,20,long_spread,-1.586029,-1.517098,0.552691,0.960812,61.746685,32.0,29.746684829426975,max_hold
WIFUSDT/XRPUSDT,20485,20505,20,short_spread,1.670338,3.327765,2.138918,0.826185,-398.615223,32.0,-430.6152229386679,max_hold
1000PEPEUSDT/HYPEUSDT,20486,20506,20,long_spread,-1.632373,-1.177862,1.088153,0.96531,486.341478,32.0,454.34147810941874,max_hold
LTCUSDT/WIFUSDT,20486,20506,20,long_spread,-2.132168,-2.641139,0.43818,0.941108,-224.919353,32.0,-256.91935331585364,max_hold
1000PEPEUSDT/SOLUSDT,20487,20507,20,short_spread,1.644047,3.478769,1.440337,0.955495,-1191.209833,32.0,-1223.2098325786292,max_hold
ADAUSDT/BTCUSDT,20487,20507,20,short_spread,1.68517,5.07647,2.830615,0.946171,-893.780975,32.0,-925.7809750861231,max_hold
ADAUSDT/XRPUSDT,20487,20507,20,short_spread,1.516761,3.810862,1.885712,0.873294,-646.142152,32.0,-678.1421519501434,max_hold
ATOMUSDT/BTCUSDT,20487,20507,20,short_spread,2.201303,5.57465,2.311773,0.955515,-1232.244978,32.0,-1264.2449784520331,max_hold
ATOMUSDT/SOLUSDT,20487,20507,20,short_spread,1.926878,4.621705,1.237286,0.947884,-1445.454498,32.0,-1477.4544977203586,max_hold
ATOMUSDT/SUIUSDT,20487,20507,20,short_spread,2.044128,5.29739,0.783458,0.927216,-1261.883308,32.0,-1293.8833075880314,max_hold
ATOMUSDT/WIFUSDT,20487,20507,20,short_spread,2.044862,5.275733,0.748046,0.935998,-1190.484393,32.0,-1222.484393045265,max_hold
AVAXUSDT/SOLUSDT,20487,20507,20,short_spread,1.810195,3.838347,1.446082,0.889745,-647.643887,32.0,-679.6438870427477,max_hold
BTCUSDT/DOGEUSDT,20487,20507,20,long_spread,-1.904147,-4.689135,0.441274,0.93574,-690.53429,32.0,-722.5342900991827,max_hold
BTCUSDT/DOTUSDT,20487,20507,20,long_spread,-1.600442,-4.045307,0.364684,0.938328,-705.900149,32.0,-737.9001485097647,max_hold
BTCUSDT/ONDOUSDT,20487,20507,20,long_spread,-1.503199,-4.655915,0.291342,0.952825,-968.670691,32.0,-1000.6706905605066,max_hold
BTCUSDT/XLMUSDT,20487,20507,20,long_spread,-1.71735,-4.310079,0.459874,0.943861,-615.173385,32.0,-647.1733854222724,max_hold
DOTUSDT/ETHUSDT,20487,20507,20,short_spread,1.572306,2.902617,1.667158,0.930292,-516.33814,32.0,-548.3381404804159,max_hold
LINKUSDT/WIFUSDT,20487,20507,20,long_spread,-1.500845,-1.34018,0.659004,0.820317,55.30347,32.0,23.30346982604822,max_hold
SOLUSDT/SUIUSDT,20487,20507,20,long_spread,-1.64498,-2.964729,0.569039,0.93046,-602.425885,32.0,-634.4258853053472,max_hold
SOLUSDT/WIFUSDT,20487,20507,20,long_spread,-1.53792,-2.769201,0.52411,0.946246,-729.049953,32.0,-761.049953278308,max_hold
SUIUSDT/XRPUSDT,20487,20507,20,short_spread,1.59327,2.560664,2.006814,0.90119,-257.699995,32.0,-289.6999953119935,max_hold
1000PEPEUSDT/DOTUSDT,20488,20508,20,short_spread,1.687973,2.512775,1.059577,0.97868,-543.188287,32.0,-575.1882871800908,max_hold
ADAUSDT/SOLUSDT,20488,20508,20,short_spread,1.837775,3.079005,1.499318,0.940969,-516.358306,32.0,-548.3583061393724,max_hold
AVAXUSDT/BTCUSDT,20488,20508,20,short_spread,1.919073,3.532574,2.606491,0.95469,-517.691255,32.0,-549.6912554418149,max_hold
AVAXUSDT/XRPUSDT,20488,20508,20,short_spread,1.5317,1.90517,1.738859,0.91844,-145.760479,32.0,-177.76047938665465,max_hold
BNBUSDT/DOGEUSDT,20488,20508,20,long_spread,-1.859232,-3.344912,0.184758,0.96138,-1302.667655,32.0,-1334.6676550442228,max_hold
BNBUSDT/DOTUSDT,20488,20508,20,long_spread,-1.893993,-3.353455,0.136262,0.961391,-1367.390486,32.0,-1399.3904859995455,max_hold
BNBUSDT/LTCUSDT,20488,20508,20,long_spread,-1.869611,-3.255625,0.186681,0.963258,-1278.499169,32.0,-1310.4991692746858,max_hold
BNBUSDT/ONDOUSDT,20488,20508,20,long_spread,-1.903146,-3.474483,0.104507,0.958865,-1525.03132,32.0,-1557.0313201225483,max_hold
BNBUSDT/SUIUSDT,20488,20508,20,long_spread,-1.986968,-3.411988,0.105459,0.960077,-1388.538242,32.0,-1420.5382415306105,max_hold
BNBUSDT/XLMUSDT,20488,20508,20,long_spread,-1.94039,-3.392907,0.152037,0.958953,-1365.305174,32.0,-1397.305174386719,max_hold
BNBUSDT/XRPUSDT,20488,20508,20,long_spread,-1.863421,-3.290149,0.190255,0.961878,-1311.82742,32.0,-1343.8274195046172,max_hold
DOGEUSDT/SOLUSDT,20488,20508,20,short_spread,2.054481,2.820186,1.124207,0.903854,-212.677734,32.0,-244.67773423755563,max_hold
DOGEUSDT/XRPUSDT,20488,20508,20,short_spread,1.749135,2.273564,1.391521,0.890689,-132.671798,32.0,-164.67179762158187,max_hold
DOTUSDT/XRPUSDT,20488,20508,20,short_spread,1.549556,1.921297,1.670573,0.86025,-96.703293,32.0,-128.7032930958215,max_hold
ETHUSDT/ONDOUSDT,20488,20508,20,long_spread,-2.596773,-4.449803,0.435177,0.926958,-756.691366,32.0,-788.6913655213034,max_hold
LTCUSDT/XLMUSDT,20488,20508,20,long_spread,-1.566959,-2.399937,0.715491,0.883329,-252.401039,32.0,-284.40103873798955,max_hold
SOLUSDT/XLMUSDT,20488,20508,20,long_spread,-1.549737,-2.015398,0.84573,0.928745,-210.936825,32.0,-242.93682527240253,max_hold
XLMUSDT/XRPUSDT,20488,20508,20,short_spread,2.045744,2.497286,1.350133,0.895162,-80.322104,32.0,-112.32210413952093,max_hold
ADAUSDT/LTCUSDT,20489,20509,20,short_spread,2.530176,2.438114,1.816383,0.917422,35.382131,32.0,3.382131295252499,max_hold
ADAUSDT/XLMUSDT,20489,20509,20,short_spread,2.298389,3.186331,1.405272,0.865058,-205.270907,32.0,-237.27090681491978,max_hold
AVAXUSDT/LTCUSDT,20489,20509,20,short_spread,1.553489,1.213387,1.645469,0.958347,177.938009,32.0,145.93800924036415,max_hold
BCHUSDT/BTCUSDT,20489,20497,8,long_spread,-2.737723,0.071661,0.004363,0.899145,2160.127695,32.0,2128.1276954840955,z_exit
BCHUSDT/DOGEUSDT,20489,20497,8,long_spread,-2.682073,0.123033,0.009501,0.90015,2144.721458,32.0,2112.721458366978,z_exit
BCHUSDT/ETHUSDT,20489,20499,10,long_spread,-2.38175,0.163664,0.045812,0.90303,1867.861359,32.0,1835.8613592138604,z_exit
BCHUSDT/LTCUSDT,20489,20497,8,long_spread,-2.671463,0.131642,0.012062,0.900278,2137.982736,32.0,2105.9827361029043,z_exit
BCHUSDT/SOLUSDT,20489,20497,8,long_spread,-2.652805,0.15213,0.011929,0.900285,2139.196798,32.0,2107.1967979120773,z_exit
BCHUSDT/SUIUSDT,20489,20498,9,long_spread,-2.522947,0.239593,0.021459,0.901029,2076.454185,32.0,2044.454184931818,z_exit
BCHUSDT/WIFUSDT,20489,20498,9,long_spread,-2.508047,0.239456,0.02376,0.901592,2056.348369,32.0,2024.3483692679497,z_exit
BCHUSDT/XLMUSDT,20489,20497,8,long_spread,-2.709575,0.096225,0.006341,0.899508,2152.701245,32.0,2120.701244983793,z_exit
BCHUSDT/XRPUSDT,20489,20498,9,long_spread,-2.444243,0.249319,0.038218,0.901858,1994.730247,32.0,1962.7302472580232,z_exit
BNBUSDT/BTCUSDT,20489,20509,20,long_spread,-1.877453,-1.930039,0.516164,0.955931,-33.503911,32.0,-65.50391136111877,max_hold
BNBUSDT/ETHUSDT,20489,20509,20,long_spread,-2.279472,-2.26682,0.282927,0.966423,10.222409,32.0,-21.777590801527005,max_hold
BNBUSDT/SOLUSDT,20489,20509,20,long_spread,-2.325904,-2.29336,0.273283,0.963767,24.756102,32.0,-7.243897625320212,max_hold
BNBUSDT/TAOUSDT,20489,20509,20,long_spread,-2.254901,-2.265649,0.3227,0.953882,-7.724929,32.0,-39.72492943982496,max_hold
BTCUSDT/LTCUSDT,20489,20509,20,long_spread,-2.243294,-2.024985,0.600662,0.944987,67.854019,32.0,35.85401870648363,max_hold
BTCUSDT/SOLUSDT,20489,20509,20,long_spread,-2.823669,-2.304856,0.512277,0.926035,118.72042,32.0,86.72041963621412,max_hold
BTCUSDT/TAOUSDT,20489,20509,20,long_spread,-2.078536,-1.762725,0.473519,0.973379,168.471005,32.0,136.47100480481396,max_hold
DOTUSDT/LTCUSDT,20489,20509,20,short_spread,2.061565,3.334303,1.621636,0.93285,-409.181977,32.0,-441.18197733892686,max_hold
DOTUSDT/SOLUSDT,20489,20509,20,short_spread,1.574612,2.959361,1.305147,0.92833,-587.883466,32.0,-619.8834660757673,max_hold
ETHUSDT/LTCUSDT,20489,20509,20,long_spread,-1.765267,-1.501513,0.899087,0.939687,100.808964,32.0,68.80896423188157,max_hold
ONDOUSDT/XRPUSDT,20489,20509,20,short_spread,4.257112,2.704042,2.080693,0.909206,463.212593,32.0,431.2125934751909,max_hold
WIFUSDT/XLMUSDT,20489,20499,10,short_spread,1.607658,0.216405,1.533765,0.918139,474.183708,32.0,442.18370755464815,z_exit
ATOMUSDT/ONDOUSDT,20492,20512,20,short_spread,1.686026,1.043358,0.706474,0.97942,368.110515,32.0,336.1105150481759,max_hold
AVAXUSDT/ETHUSDT,20492,20512,20,short_spread,1.706144,2.662371,1.670484,0.949724,-422.77633,32.0,-454.7763302111626,max_hold
HYPEUSDT/SOLUSDT,20492,20512,20,short_spread,2.877197,2.797975,0.875986,0.977627,63.766577,32.0,31.7665772910322,max_hold
HYPEUSDT/SUIUSDT,20492,20512,20,short_spread,2.212461,2.222782,0.553875,0.966706,-10.153769,32.0,-42.15376908820486,max_hold
ADAUSDT/DOTUSDT,20493,20513,20,short_spread,1.592201,-0.856789,1.108097,0.935655,725.676707,32.0,693.676707068918,max_hold
ATOMUSDT/DOGEUSDT,20493,20513,20,short_spread,2.031603,1.598597,1.048257,0.962976,195.673213,32.0,163.673212710792,max_hold
ATOMUSDT/XRPUSDT,20493,20513,20,short_spread,2.991835,3.012243,1.466296,0.931215,-7.961142,32.0,-39.96114246587147,max_hold
TAOUSDT/XRPUSDT,20493,20513,20,long_spread,-1.587931,-0.508492,0.856333,0.968437,850.3444,32.0,818.3443998572463,max_hold
HYPEUSDT/XLMUSDT,20494,20514,20,short_spread,1.801068,2.798566,0.839882,0.967463,-783.049276,32.0,-815.0492759098657,max_hold
ATOMUSDT/AVAXUSDT,20495,20515,20,short_spread,1.580332,0.332941,0.805412,0.963774,661.679538,32.0,629.6795378240041,max_hold
ONDOUSDT/SOLUSDT,20495,20515,20,short_spread,1.656061,0.928361,1.548952,0.945404,335.19301,32.0,303.19301011848046,max_hold
1000PEPEUSDT/XRPUSDT,20496,20516,20,short_spread,2.399877,1.66785,1.637746,0.964359,369.718943,32.0,337.71894330863614,max_hold
HYPEUSDT/WIFUSDT,20496,20516,20,short_spread,1.873096,2.11835,0.526078,0.961185,-242.58975,32.0,-274.5897497189479,max_hold
HYPEUSDT/XRPUSDT,20496,20516,20,short_spread,2.454981,2.35713,1.022903,0.967451,77.542414,32.0,45.542413761263475,max_hold
1000PEPEUSDT/ATOMUSDT,20497,20499,2,long_spread,-1.559065,0.008583,1.139291,0.937157,689.969442,32.0,657.9694419272605,z_exit
1000PEPEUSDT/SUIUSDT,20497,20517,20,short_spread,1.770548,0.931342,0.866735,0.953825,403.102826,32.0,371.102826140707,max_hold
1000PEPEUSDT/ADAUSDT,20498,20512,14,short_spread,2.041558,0.131408,0.886158,0.974676,1249.14202,32.0,1217.142020197114,z_exit
1000PEPEUSDT/AVAXUSDT,20498,20513,15,short_spread,2.250741,-0.039937,0.91891,0.95309,1467.754646,32.0,1435.7546459048033,z_exit
1000PEPEUSDT/ONDOUSDT,20498,20513,15,short_spread,1.560281,0.161462,0.760621,0.978072,1240.350085,32.0,1208.3500852903953,z_exit
BTCUSDT/XRPUSDT,20498,20516,18,long_spread,-1.671456,0.243767,0.671405,0.950339,452.807212,32.0,420.80721155176326,z_exit
DOGEUSDT/DOTUSDT,20498,20518,20,short_spread,2.179169,-2.94683,0.824414,0.905961,1282.608184,32.0,1250.6081844175899,max_hold
DOGEUSDT/LINKUSDT,20498,20505,7,short_spread,1.576446,0.16957,0.94374,0.944335,503.21839,32.0,471.21839030959836,z_exit
DOGEUSDT/LTCUSDT,20498,20515,17,short_spread,2.290215,0.149946,1.302217,0.945888,790.980985,32.0,758.9809854974827,z_exit
DOGEUSDT/XLMUSDT,20498,20500,2,short_spread,1.548145,0.196934,1.066933,0.887199,315.08441,32.0,283.08441013648047,z_exit
1000PEPEUSDT/XLMUSDT,20500,20520,20,short_spread,1.775044,0.514453,1.218835,0.976384,794.972326,32.0,762.9723259588503,max_hold
ADAUSDT/HYPEUSDT,20501,20521,20,long_spread,-1.853825,-3.306488,1.245601,0.969402,-1325.987839,32.0,-1357.987838621625,max_hold
DOGEUSDT/HYPEUSDT,20501,20521,20,long_spread,-1.969452,-3.539985,0.940439,0.975206,-1330.71267,32.0,-1362.712670037363,max_hold
DOTUSDT/HYPEUSDT,20501,20521,20,long_spread,-2.263155,-2.667421,1.131226,0.975911,-374.684443,32.0,-406.68444344429656,max_hold
HYPEUSDT/LTCUSDT,20501,20521,20,short_spread,1.544055,2.509725,0.910642,0.968679,-860.486338,32.0,-892.4863376200063,max_hold
1000PEPEUSDT/ATOMUSDT,20502,20510,8,long_spread,-1.515222,0.065861,1.137064,0.919224,701.764517,32.0,669.7645173973183,z_exit
AVAXUSDT/HYPEUSDT,20502,20522,20,long_spread,-1.826188,-2.439703,1.182075,0.9778,-610.678958,32.0,-642.678957545455,max_hold
HYPEUSDT/ONDOUSDT,20504,20524,20,short_spread,1.540802,3.110561,0.507585,0.956352,-1462.176844,32.0,-1494.17684368659,max_hold
1000PEPEUSDT/BTCUSDT,20505,20516,11,short_spread,1.602632,0.167021,1.899539,0.974034,882.488708,32.0,850.4887075641458,z_exit
1000PEPEUSDT/ETHUSDT,20505,20524,19,short_spread,1.929369,0.207358,1.322723,0.979514,1206.645558,32.0,1174.6455584067037,z_exit
1000PEPEUSDT/WIFUSDT,20505,20525,20,short_spread,1.63088,1.738269,0.791455,0.979484,-67.812999,32.0,-99.81299872968063,max_hold
BTCUSDT/SUIUSDT,20505,20525,20,long_spread,-1.817861,-1.256665,0.367513,0.954746,182.217424,32.0,150.2174243790993,max_hold
ETHUSDT/SUIUSDT,20505,20525,20,long_spread,-2.257499,-1.660341,0.550032,0.952008,206.758157,32.0,174.75815697946632,max_hold
ETHUSDT/WIFUSDT,20505,20521,16,long_spread,-2.005316,0.079524,0.534157,0.952766,971.782214,32.0,939.7822142151418,z_exit
LTCUSDT/ONDOUSDT,20505,20525,20,long_spread,-1.686143,-1.428685,0.500595,0.920658,99.930114,32.0,67.93011439476847,max_hold
ONDOUSDT/XLMUSDT,20506,20526,20,short_spread,2.136455,0.139068,1.58163,0.901768,439.529832,32.0,407.5298322457216,z_exit
ADAUSDT/ETHUSDT,20507,20527,20,short_spread,2.069157,0.252015,1.541394,0.979617,854.166893,32.0,822.1668932080556,max_hold
BNBUSDT/WIFUSDT,20507,20527,20,long_spread,-1.66659,-0.317822,0.264499,0.978936,1317.634232,32.0,1285.6342322947037,max_hold
BTCUSDT/WIFUSDT,20507,20521,14,long_spread,-1.797874,0.091961,0.358131,0.956362,841.353565,32.0,809.3535651063345,z_exit
DOGEUSDT/ETHUSDT,20507,20517,10,short_spread,1.627458,0.245588,1.21479,0.963558,563.64493,32.0,531.6449297463797,z_exit
ETHUSDT/SOLUSDT,20507,20527,20,long_spread,-1.545695,-0.820658,0.785718,0.899611,147.874104,32.0,115.87410448782344,max_hold
ETHUSDT/XLMUSDT,20507,20527,20,long_spread,-1.890362,-0.785508,0.836236,0.946255,359.644928,32.0,327.64492761155395,max_hold
1000PEPEUSDT/SOLUSDT,20508,20515,7,short_spread,1.705654,0.135755,1.038137,0.969378,1136.90385,32.0,1104.9038504628584,z_exit
ADAUSDT/ATOMUSDT,20508,20513,5,long_spread,-1.754492,-0.217932,1.268613,0.977062,818.857121,32.0,786.8571214311094,z_exit
ADAUSDT/BTCUSDT,20508,20516,8,short_spread,1.935924,0.232417,2.228023,0.972107,666.519935,32.0,634.5199354519527,z_exit
ADAUSDT/XRPUSDT,20508,20528,20,short_spread,1.734415,0.576871,1.678385,0.938177,413.477836,32.0,381.4778360385124,max_hold
ATOMUSDT/BTCUSDT,20508,20516,8,short_spread,1.52956,0.017956,1.472523,0.974733,986.061026,32.0,954.0610260824075,z_exit
ATOMUSDT/SOLUSDT,20508,20515,7,short_spread,1.554423,0.22269,0.853978,0.976663,948.045101,32.0,916.0451009670745,z_exit
ATOMUSDT/SUIUSDT,20508,20521,13,short_spread,1.730075,-0.125394,0.645877,0.969706,1169.711921,32.0,1137.7119212224718,z_exit
ATOMUSDT/XLMUSDT,20508,20526,18,short_spread,1.690041,0.242296,0.959933,0.975754,848.67291,32.0,816.6729095814903,z_exit
BCHUSDT/BTCUSDT,20508,20528,20,long_spread,-1.572535,-1.805355,0.041704,0.882973,-176.195126,32.0,-208.19512599156042,max_hold
BCHUSDT/DOGEUSDT,20508,20528,20,long_spread,-1.622014,-1.807063,0.022784,0.882625,-142.616876,32.0,-174.6168763659931,max_hold
BCHUSDT/DOTUSDT,20508,20528,20,long_spread,-1.69739,-1.880072,0.009228,0.881513,-143.113797,32.0,-175.11379691266671,max_hold
BCHUSDT/LTCUSDT,20508,20528,20,long_spread,-1.589273,-1.791758,0.029982,0.88298,-154.963431,32.0,-186.9634305218201,max_hold
BCHUSDT/ONDOUSDT,20508,20528,20,long_spread,-1.771452,-1.922212,0.000554,0.880617,-119.240567,32.0,-151.2405666459414,max_hold
BCHUSDT/SOLUSDT,20508,20528,20,long_spread,-1.543438,-1.769809,0.030187,0.88261,-172.707927,32.0,-204.70792726555246,max_hold
BCHUSDT/SUIUSDT,20508,20528,20,long_spread,-1.521904,-1.748304,0.026553,0.881972,-172.760822,32.0,-204.7608220038873,max_hold
BCHUSDT/WIFUSDT,20508,20528,20,long_spread,-1.502807,-1.645245,0.028273,0.882213,-108.345608,32.0,-140.3456080718184,max_hold
BCHUSDT/XLMUSDT,20508,20528,20,long_spread,-1.650766,-1.838684,0.018394,0.881913,-145.71717,32.0,-177.7171702409875,max_hold
BTCUSDT/DOGEUSDT,20508,20528,20,long_spread,-2.212499,-0.345618,0.513071,0.961658,623.560271,32.0,591.5602708651642,max_hold
BTCUSDT/DOTUSDT,20508,20528,20,long_spread,-2.033035,-1.322145,0.426408,0.950596,251.974133,32.0,219.97413258080766,max_hold
BTCUSDT/ONDOUSDT,20508,20528,20,long_spread,-2.342043,-0.529454,0.350886,0.974394,739.642535,32.0,707.6425353378457,max_hold
BTCUSDT/XLMUSDT,20508,20516,8,long_spread,-1.896193,0.206185,0.571785,0.952558,566.669185,32.0,534.6691852171462,z_exit
ADAUSDT/SOLUSDT,20509,20527,18,short_spread,1.736636,-0.041489,1.236903,0.962718,690.786057,32.0,658.7860572603009,z_exit
ADAUSDT/SUIUSDT,20509,20521,12,short_spread,1.739149,-0.188261,0.905927,0.970627,671.449071,32.0,639.4490714195828,z_exit
ADAUSDT/WIFUSDT,20509,20529,20,short_spread,1.980758,3.240491,0.900242,0.930235,-463.873392,32.0,-495.8733921668333,max_hold
AVAXUSDT/BTCUSDT,20509,20529,20,short_spread,1.500265,0.668082,2.187027,0.969209,357.492413,32.0,325.49241324427675,max_hold
AVAXUSDT/DOTUSDT,20509,20522,13,long_spread,-1.536893,-0.09443,1.030449,0.95413,577.888337,32.0,545.8883366321649,z_exit
AVAXUSDT/XRPUSDT,20509,20529,20,short_spread,1.538837,1.285348,1.662004,0.92228,100.481375,32.0,68.48137491659409,max_hold
BNBUSDT/DOTUSDT,20509,20529,20,long_spread,-1.944294,-1.328157,0.354705,0.977248,506.99283,32.0,474.9928295184127,max_hold
DOGEUSDT/XRPUSDT,20509,20529,20,short_spread,1.644454,0.277809,1.3351,0.895114,360.875535,32.0,328.87553505638635,max_hold
DOTUSDT/ETHUSDT,20509,20529,20,short_spread,2.391553,0.654202,1.442512,0.960479,807.131087,32.0,775.1310874539308,max_hold
DOTUSDT/ONDOUSDT,20509,20527,18,short_spread,2.273912,0.205614,0.820818,0.938977,699.366406,32.0,667.3664056829127,z_exit
DOTUSDT/SUIUSDT,20509,20526,17,short_spread,2.321185,-0.058516,0.854314,0.955699,1027.676382,32.0,995.6763819429036,z_exit
DOTUSDT/WIFUSDT,20509,20529,20,short_spread,2.598678,3.650516,0.85025,0.943703,-456.340302,32.0,-488.3403021358115,max_hold
DOTUSDT/XLMUSDT,20509,20529,20,short_spread,3.755788,1.841809,1.30417,0.902448,479.243165,32.0,447.2431652856371,max_hold
DOTUSDT/XRPUSDT,20509,20529,20,short_spread,3.825862,2.196354,1.60707,0.856929,451.683933,32.0,419.68393311346364,max_hold
ETHUSDT/ONDOUSDT,20509,20528,19,long_spread,-1.534558,-0.181601,0.519232,0.979586,716.302457,32.0,684.302456536241,z_exit
ADAUSDT/DOGEUSDT,20510,20526,16,short_spread,1.598646,0.212917,1.247256,0.896883,322.924926,32.0,290.9249257468671,z_exit
ADAUSDT/XLMUSDT,20510,20526,16,short_spread,2.096564,-0.212092,1.368744,0.941629,511.945206,32.0,479.94520581129456,z_exit
BCHUSDT/BNBUSDT,20510,20530,20,long_spread,-1.822814,-2.405613,0.017427,0.887081,-459.488933,32.0,-491.4889331099635,max_hold
BCHUSDT/ETHUSDT,20510,20530,20,long_spread,-1.549792,-2.203551,0.064955,0.888355,-482.830766,32.0,-514.8307659530547,max_hold
BCHUSDT/XRPUSDT,20510,20530,20,long_spread,-1.578796,-2.197343,0.064104,0.889254,-458.785563,32.0,-490.785562805031,max_hold
BTCUSDT/SOLUSDT,20510,20516,6,long_spread,-1.638857,-0.119337,0.53925,0.911371,285.094974,32.0,253.09497429382412,z_exit
DOTUSDT/LTCUSDT,20510,20530,20,short_spread,2.399955,2.05331,1.520363,0.95746,124.000673,32.0,92.00067295883835,max_hold
