run_id,tag,run_dir,passed,fail_reasons,score,trades,net_pnl,profit_factor,winrate,max_drawdown,negative_months,positive_months,max_negative_streak,worst_month_pnl,overrides_json
413,elder_ema50_force_canonical_v1_r413,/root/by-bot/backtest_runs/portfolio_20260618_224646_elder_ema50_force_canonical_v1_r413,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2326.849001188,3581,-94.23,0.756,0.404,94.3996,12,0,12,-17.83842942000002,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.0"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
414,elder_ema50_force_canonical_v1_r414,/root/by-bot/backtest_runs/portfolio_20260618_225027_elder_ema50_force_canonical_v1_r414,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2327.2173701799998,3779,-95.01,0.746,0.411,95.1864,12,0,12,-16.30897870000001,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.0"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
415,elder_ema50_force_canonical_v1_r415,/root/by-bot/backtest_runs/portfolio_20260618_225314_elder_ema50_force_canonical_v1_r415,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2338.912407492,3518,-93.45,0.691,0.484,93.643,12,0,12,-28.204576779999996,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
416,elder_ema50_force_canonical_v1_r416,/root/by-bot/backtest_runs/portfolio_20260618_225624_elder_ema50_force_canonical_v1_r416,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2332.9910256440003,3743,-93.4,0.709,0.489,93.5422,12,0,12,-24.16187545999999,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
417,elder_ema50_force_canonical_v1_r417,/root/by-bot/backtest_runs/portfolio_20260618_225925_elder_ema50_force_canonical_v1_r417,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2315.294797606,3230,-90.75,0.701,0.48,90.89,12,0,12,-17.581998289999987,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
418,elder_ema50_force_canonical_v1_r418,/root/by-bot/backtest_runs/portfolio_20260618_230301_elder_ema50_force_canonical_v1_r418,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2317.020930656,3370,-91.26,0.704,0.486,91.3775,12,0,12,-17.68137903999998,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
419,elder_ema50_force_canonical_v1_r419,/root/by-bot/backtest_runs/portfolio_20260618_230552_elder_ema50_force_canonical_v1_r419,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2303.13734343,2961,-86.83,0.709,0.486,87.0085,12,0,12,-17.803102449999997,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
420,elder_ema50_force_canonical_v1_r420,/root/by-bot/backtest_runs/portfolio_20260618_230854_elder_ema50_force_canonical_v1_r420,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2310.072918008,3109,-88.63,0.712,0.484,88.7848,12,0,12,-18.67665572000001,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
421,elder_ema50_force_canonical_v1_r421,/root/by-bot/backtest_runs/portfolio_20260618_231136_elder_ema50_force_canonical_v1_r421,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2337.036072758,3516,-93.11,0.727,0.482,93.3551,12,0,12,-27.567051969999987,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
422,elder_ema50_force_canonical_v1_r422,/root/by-bot/backtest_runs/portfolio_20260618_231523_elder_ema50_force_canonical_v1_r422,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2323.419974868,3721,-91.38,0.765,0.494,91.5937,12,0,12,-21.840410619999997,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
423,elder_ema50_force_canonical_v1_r423,/root/by-bot/backtest_runs/portfolio_20260618_231819_elder_ema50_force_canonical_v1_r423,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2314.312436052,3234,-90.41,0.732,0.481,90.6192,12,0,12,-17.558597180000003,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
424,elder_ema50_force_canonical_v1_r424,/root/by-bot/backtest_runs/portfolio_20260618_232138_elder_ema50_force_canonical_v1_r424,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2315.150124568,3373,-90.77,0.737,0.489,90.9184,12,0,12,-17.420946119999996,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
425,elder_ema50_force_canonical_v1_r425,/root/by-bot/backtest_runs/portfolio_20260618_232423_elder_ema50_force_canonical_v1_r425,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2300.1842717179998,2957,-85.92,0.743,0.488,86.1537,12,0,12,-17.69490837,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
426,elder_ema50_force_canonical_v1_r426,/root/by-bot/backtest_runs/portfolio_20260618_232728_elder_ema50_force_canonical_v1_r426,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2308.6931704579997,3108,-88.07,0.748,0.486,88.2617,12,0,12,-18.91840746999999,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
427,elder_ema50_force_canonical_v1_r427,/root/by-bot/backtest_runs/portfolio_20260618_232955_elder_ema50_force_canonical_v1_r427,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2338.612526972,3517,-93.36,0.744,0.481,93.6015,12,0,12,-28.12680497999999,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
428,elder_ema50_force_canonical_v1_r428,/root/by-bot/backtest_runs/portfolio_20260618_233341_elder_ema50_force_canonical_v1_r428,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2317.8186477659997,3718,-91.0,0.792,0.492,91.2251,11,1,8,-19.97746268999999,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
429,elder_ema50_force_canonical_v1_r429,/root/by-bot/backtest_runs/portfolio_20260618_233626_elder_ema50_force_canonical_v1_r429,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2314.966251042,3232,-90.73,0.75,0.479,90.9299,12,0,12,-17.307465029999992,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
430,elder_ema50_force_canonical_v1_r430,/root/by-bot/backtest_runs/portfolio_20260618_233920_elder_ema50_force_canonical_v1_r430,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2315.926729554,3366,-90.49,0.759,0.488,90.6539,12,0,12,-18.59352111,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
431,elder_ema50_force_canonical_v1_r431,/root/by-bot/backtest_runs/portfolio_20260618_234152_elder_ema50_force_canonical_v1_r431,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2295.128324948,2951,-84.49,0.774,0.487,84.7479,12,0,12,-17.317517820000003,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
432,elder_ema50_force_canonical_v1_r432,/root/by-bot/backtest_runs/portfolio_20260618_234455_elder_ema50_force_canonical_v1_r432,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2308.506320332,3105,-88.26,0.766,0.482,88.4335,12,0,12,-18.376657380000008,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.3"", ""ETS2_ENTRY_RETEST_BARS"": ""2"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""1.25"", ""ETS2_TP1_ATR_MULT"": ""1.25"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
433,elder_ema50_force_canonical_v1_r433,/root/by-bot/backtest_runs/portfolio_20260618_234725_elder_ema50_force_canonical_v1_r433,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2357.425927788,5315,-99.76,0.65,0.474,99.7638,12,0,12,-27.27594842000001,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""0.75"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
434,elder_ema50_force_canonical_v1_r434,/root/by-bot/backtest_runs/portfolio_20260618_235144_elder_ema50_force_canonical_v1_r434,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2351.4609194259997,5774,-99.8,0.676,0.483,99.808,12,0,12,-22.91779958999999,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""0.75"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
435,elder_ema50_force_canonical_v1_r435,/root/by-bot/backtest_runs/portfolio_20260618_235509_elder_ema50_force_canonical_v1_r435,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2359.404236544,4894,-99.69,0.634,0.464,99.7007,12,0,12,-28.83916896,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""0.75"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
436,elder_ema50_force_canonical_v1_r436,/root/by-bot/backtest_runs/portfolio_20260618_235912_elder_ema50_force_canonical_v1_r436,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2363.780791856,5264,-99.62,0.638,0.475,99.6308,12,0,12,-32.12513704000002,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""0.75"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
437,elder_ema50_force_canonical_v1_r437,/root/by-bot/backtest_runs/portfolio_20260619_000253_elder_ema50_force_canonical_v1_r437,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2354.3672465299996,4551,-99.21,0.665,0.473,99.2271,12,0,12,-26.32931895000002,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""0.75"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
438,elder_ema50_force_canonical_v1_r438,/root/by-bot/backtest_runs/portfolio_20260619_000635_elder_ema50_force_canonical_v1_r438,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2350.234856566,4839,-98.95,0.687,0.48,98.9791,12,0,12,-23.954754689999987,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""0.75"", ""ETS2_TP1_ATR_MULT"": ""0.75"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
439,elder_ema50_force_canonical_v1_r439,/root/by-bot/backtest_runs/portfolio_20260619_000956_elder_ema50_force_canonical_v1_r439,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2357.7952087480003,5318,-99.78,0.668,0.38,99.7821,12,0,12,-27.496434820000022,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""0.75"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
440,elder_ema50_force_canonical_v1_r440,/root/by-bot/backtest_runs/portfolio_20260619_001457_elder_ema50_force_canonical_v1_r440,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2351.7354113019996,5778,-99.82,0.692,0.382,99.8189,12,0,12,-23.08115092999997,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""0.75"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""1.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
441,elder_ema50_force_canonical_v1_r441,/root/by-bot/backtest_runs/portfolio_20260619_001842_elder_ema50_force_canonical_v1_r441,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2356.666960696,4896,-99.7,0.655,0.372,99.7015,12,0,12,-26.874257639999993,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""0.75"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
442,elder_ema50_force_canonical_v1_r442,/root/by-bot/backtest_runs/portfolio_20260619_002246_elder_ema50_force_canonical_v1_r442,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2362.033804378,5274,-99.69,0.648,0.377,99.6934,12,0,12,-30.727860269999994,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""0.75"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""2.0"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
443,elder_ema50_force_canonical_v1_r443,/root/by-bot/backtest_runs/portfolio_20260619_002603_elder_ema50_force_canonical_v1_r443,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2351.868467016,4553,-99.15,0.697,0.377,99.1658,12,0,12,-24.683476439999996,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""0.75"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""1""}"
444,elder_ema50_force_canonical_v1_r444,/root/by-bot/backtest_runs/portfolio_20260619_002913_elder_ema50_force_canonical_v1_r444,False,pf<1.15;dd>10.0;net<4.0;neg_months>5;neg_streak>3,-2347.8270886899995,4837,-99.13,0.694,0.382,99.1566,12,0,12,-21.82706334999999,"{""ETS2_ENTRY_MIN_BODY_FRAC"": ""0.15"", ""ETS2_ENTRY_RETEST_BARS"": ""3"", ""ETS2_ENTRY_TF"": ""5"", ""ETS2_OSC_OB"": ""58"", ""ETS2_OSC_OS"": ""25"", ""ETS2_OSC_PERIOD"": ""2"", ""ETS2_OSC_TYPE"": ""force"", ""ETS2_SL_ATR_MULT"": ""0.75"", ""ETS2_TP1_ATR_MULT"": ""1.0"", ""ETS2_TP_ATR_MULT"": ""2.5"", ""ETS2_WAVE_LOOKBACK"": ""3""}"
